ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
99;5;VALPARAISO;VALPARAISO;COLEGIO DE ADULTOS ISAAC NEWTON;HC - NOCTURNO;SUBVENC;42;402.01;548.5;216.5;42;400.90;582;237;42;403.12;568;196;30;430.00;587;243;19;397.79;510;309;57;507.53;790;311;57;515.47;850;311;14761
100;5;VALPARAISO;VALPARAISO;COLEGIO NOCTURNO RUBEN CASTRO;HC - NOCTURNO;SUBVENC;23;405.91;527.5;261.5;23;425.74;594;289;23;386.09;568;226;18;462.89;579;307;7;356.00;437;261;26;575.81;757;309;26;654;850;309;1584
101;5;VALPARAISO;VALPARAISO;COLEGIO PAIDOS;HC - NOCTURNO;SUBVENC;26;413.73;526.0;274.0;26;441.15;549;289;26;386.31;579;219;22;443.18;583;264;9;413.89;559;351;31;459.48;705;258;31;493.03;850;258;14417
102;5;VALPARAISO;VALPARAISO;COLEGIO ROBERTO BRAVO;HC - NOCTURNO;SUBVENC;15;381.37;499.5;297.5;15;384.40;537;274;15;378.33;503;306;5;487.80;600;410;14;380.21;437;235;17;500.82;753;341;17;543.18;850;341;40329
103;5;VALPARAISO;VALPARAISO;ESCUELA PARTICULAR N°20 SAN LUIS;HC - NOCTURNO;SUBVENC;14;402.25;514.5;286.0;14;398.93;549;242;14;405.57;503;282;5;431.60;549;343;11;376.18;481;285;17;423.82;525;262;17;437.29;582;262;1597
104;5;VALPARAISO;VALPARAISO;LICEO DE ADULTOS  JACQUES COUSTEAU;HC - NOCTURNO;SUBVENC;27;379.74;498.5;242.5;27;370.48;496;226;27;389.00;520;234;22;358.23;519;226;16;341.38;481;214;37;423.78;549;309;37;461.38;775;309;14467
105;5;VALPARAISO;CASABLANCA;LICEO MANUEL DE SALAS;HC - NOCTURNO;MUNICIPAL;8;389.63;507.5;278.0;8;379.38;554;226;8;399.88;488;330;6;399.17;519;197;2;379.00;407;351;9;532.89;634;440;9;597.33;797;440;1996
106;5;VALPARAISO;CASABLANCA;CENTRO DE ESTUDIOS FRANCISCO BILBAO;HC - NOCTURNO;SUBVENC;26;403.44;487.5;298.0;26;418.92;543;226;26;387.96;509;234;23;426.09;616;226;16;355.00;517;235;47;509.26;763;321;47;541.96;850;321;14874
107;5;VALPARAISO;CON CON;LICEO POLITEC. DE CON CON;HC - NOCTURNO;MUNICIPAL;14;406.04;545.5;317.5;14;434.93;571;317;14;377.14;540;259;12;430.75;508;359;5;389.60;534;328;23;457.09;592;363;23;461.39;641;363;12332
108;5;VALPARAISO;PUCHUNCAVI;COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ;HC - NOCTURNO;MUNICIPAL;12;395.75;528.5;274.0;12;384.42;554;237;12;407.08;509;219;12;355.67;549;237;4;400.75;450;309;28;492.64;790;323;28;507.93;850;323;1863
109;5;VALPARAISO;PUCHUNCAVI;COMPLEJO EDUCACIONAL SARGENTO ALDEA;HC - NOCTURNO;MUNICIPAL;13;390.31;513.5;281.5;13;376.62;531;257;13;404.00;520;306;11;389.55;485;326;3;383.33;407;351;13;519.62;794;412;13;534.46;850;412;1864
110;5;VALPARAISO;PUCHUNCAVI;ESCUELA BASICA HORCON;HC - NOCTURNO;MUNICIPAL;6;392.50;454.5;300.0;6;367.50;459;226;6;417.50;488;330;6;400.17;479;307;;;;;10;518.60;765;319;10;541.5;850;319;1873
111;5;VALPARAISO;PUCHUNCAVI;ESCUELA LA LAGUNA;HC - NOCTURNO;MUNICIPAL;5;387.30;446.5;317.5;5;363.20;484;242;5;411.40;488;374;3;432.33;497;343;2;378.50;472;285;1;477.00;477;477;1;477;477;477;1874
112;5;VALPARAISO;QUINTERO;LICEO POLITECNICO QUINTERO;HC - NOCTURNO;MUNICIPAL;40;385.40;545.0;254.0;40;375.65;537;274;40;395.15;553;219;28;396.14;624;243;25;387.60;510;235;52;476.54;719;299;52;486.17;792;299;1851
113;5;VALPARAISO;QUINTERO;PARTICULAR COLEGIO INGLES 271;HC - NOCTURNO;SUBVENC;21;383.98;498.0;302.0;21;383.52;571;226;21;384.43;450;259;15;410.00;553;286;17;377.18;497;224;26;532.04;796;357;26;545.23;850;357;1860
114;5;VALPARAISO;VIÑA DEL MAR;CENTRO DE EDUCACION DE ADULTOS;HC - NOCTURNO;MUNICIPAL;41;398.71;562.5;294.0;41;398.27;594;226;41;399.15;536;226;28;414.96;549;243;26;403.19;545;230;61;473.67;733;307;61;497.16;850;307;1710
115;5;VALPARAISO;VIÑA DEL MAR;CENTRO DE EDUCACION Y CAPACITACION DE VIÑA DEL MAR;HC - NOCTURNO;MUNICIPAL;15;402.43;541.5;234.0;15;434.93;560;257;15;369.93;540;211;11;452.82;545;343;8;408.25;504;309;27;486.19;765;315;27;514.22;850;315;1666
116;5;VALPARAISO;VIÑA DEL MAR;LICEO GUILLERMO RIVERA COTAPOS (EX.A-33);HC - NOCTURNO;MUNICIPAL;55;401.01;591.0;297.5;55;408.47;646;242;55;393.55;560;219;41;437.34;664;237;24;362.50;534;219;71;496.68;658;313;71;522.25;756;313;1675
117;5;VALPARAISO;VIÑA DEL MAR;LICEO JOSE FRANCISCO VERGARA E. (EX- A-31);HC - NOCTURNO;MUNICIPAL;6;412.75;482.0;340.0;6;422.17;508;372;6;403.33;520;282;2;432.50;491;374;4;414.50;517;328;9;481.33;662;291;9;486.78;695;291;1672
118;5;VALPARAISO;VIÑA DEL MAR;CENTRO REGIONAL INTEGRADO DE ESTUD. Y CAPAC.  CIEC;HC - NOCTURNO;PAGADO;59;458.59;575.0;315.0;59;453.83;618;237;59;463.36;640;259;44;446.16;620;231;29;427.21;571;261;61;531.95;804;365;61;543.43;850;365;12294
119;5;VALPARAISO;VIÑA DEL MAR;COLEGIO LOUIS LE GRAND;HC - NOCTURNO;PAGADO;11;433.64;573.0;339.0;11;437.82;606;329;11;429.45;540;306;5;426.00;491;343;9;421.56;529;328;12;486.92;604;309;12;528.58;751;309;14292
120;5;VALPARAISO;VIÑA DEL MAR;INSTITUTO BALDOR - VIÑA DEL MAR;HC - NOCTURNO;PAGADO;35;437.01;734.0;266.0;35;440.03;749;226;35;434.00;719;234;22;448.00;794;286;19;447.74;640;285;37;502.59;767;319;37;575.08;850;319;14439
121;5;VALPARAISO;VIÑA DEL MAR;INSTITUTO CULTURAL Y DE EDUCACION PERMANENTE;HC - NOCTURNO;PAGADO;10;412.70;526.0;283.5;10;421.70;537;237;10;403.70;515;306;7;451.71;591;326;6;368.17;437;309;8;589.75;745;444;8;687.63;850;444;14250
122;5;VALPARAISO;VIÑA DEL MAR;LICEO MAX PLANCK;HC - NOCTURNO;PAGADO;9;449.56;569.0;329.0;9;435.78;537;340;9;463.33;601;306;7;444.14;530;359;5;437.80;529;351;11;465.09;545;384;11;480.27;627;384;1840
123;5;VALPARAISO;VIÑA DEL MAR;CENTRO DE EDUCACION DE ADULTOS VIÑA DEL MAR;HC - NOCTURNO;SUBVENC;24;399.17;560.5;248.0;24;399.71;589;226;24;398.63;545;259;14;418.21;553;264;18;375.17;534;235;34;499.41;721;406;34;527.79;850;406;14421
124;5;VALPARAISO;VIÑA DEL MAR;COLEGIO DE ADULTOS SILOB CHILE;HC - NOCTURNO;SUBVENC;69;441.86;598.0;285.5;69;450.81;725;289;69;432.90;637;259;45;458.18;620;286;33;426.88;576;261;76;461.99;719;333;76;473.07;802;333;14556
125;5;VALPARAISO;VIÑA DEL MAR;COLEGIO FRITZ ENCALADA;HC - NOCTURNO;SUBVENC;30;398.32;543.0;305.5;30;403.07;571;237;30;393.57;515;306;18;427.83;530;307;18;379.22;462;230;49;471.78;755;246;49;484.9;823;246;14592
126;5;VALPARAISO;VIÑA DEL MAR;COLEGIO NAZAREO;HC - NOCTURNO;SUBVENC;2;396.00;420.0;372.0;2;395.00;438;352;2;397.00;488;306;2;397.00;530;264;1;309.00;309;309;5;498.40;582;374;5;576.8;762;374;14862
127;5;VALPARAISO;VIÑA DEL MAR;INST. DE CAPACITACION TEC. PROFESIONAL ITPSA;HC - NOCTURNO;SUBVENC;37;402.03;654.5;275.5;37;427.78;653;257;37;376.27;656;211;21;456.52;565;307;23;402.96;602;285;44;442.07;701;309;44;473.11;850;309;14225
128;5;VALPARAISO;VIÑA DEL MAR;NUEVO COLEGIO CAMBRIDGE;HC - NOCTURNO;SUBVENC;69;421.83;591.0;270.0;69;429.74;625;231;69;413.91;620;211;36;439.75;591;237;44;394.77;539;219;87;415.20;713;269;87;439.64;850;269;14654
129;5;SAN ANTONIO;SAN ANTONIO;ESCUELA MOVILIZADORES PORTUARIOS;HC - NOCTURNO;MUNICIPAL;12;399.17;537.0;286.0;12;402.17;554;242;12;396.17;520;306;9;375.00;616;231;7;377.71;450;285;17;453.65;614;370;17;458.18;659;370;2018
130;5;SAN ANTONIO;SAN ANTONIO;ESCUELA PADRE ANDRE COINDRE;HC - NOCTURNO;MUNICIPAL;9;341.44;411.5;230.5;9;345.56;430;242;9;337.33;461;219;6;397.17;497;307;8;358.50;490;235;14;578.50;776;430;14;609.43;850;430;2021
131;5;SAN ANTONIO;SAN ANTONIO;LICEO JUAN DANTE PARRAGUEZ ARELLANO;HC - NOCTURNO;MUNICIPAL;5;406.60;520.5;359.5;5;420.20;526;381;5;393.00;515;330;5;435.60;549;264;;;;;7;592.86;697;460;7;633;776;460;2012
132;5;SAN ANTONIO;SAN ANTONIO;CECAP.  FRANCISCO BILBAO;HC - NOCTURNO;SUBVENC;77;397.34;554.0;280.5;77;392.35;531;231;77;402.32;637;226;48;408.31;549;243;32;380.16;529;235;106;515.43;772;262;106;533.23;850;262;14525
133;5;SAN ANTONIO;SAN ANTONIO;CENTRO  DE  EDUCACION DE ADULTOS PEDRO DE VALDIVIA;HC - NOCTURNO;SUBVENC;32;357.03;454.5;287.0;32;370.25;531;257;32;343.81;450;226;28;379.32;574;231;17;333.88;450;224;26;507.54;691;319;26;519;740;319;14492
134;5;SAN ANTONIO;SAN ANTONIO;CENTRO DE ESTUDIOS ALONSO DE ERCILLA;HC - NOCTURNO;SUBVENC;33;406.33;624.5;274.0;33;414.45;625;257;33;398.21;624;234;26;406.08;674;286;10;420.20;633;261;47;491.19;695;319;47;498.77;729;319;14711
135;5;SAN ANTONIO;SAN ANTONIO;CENTRO DE ESTUDIOS DALBADIE;HC - NOCTURNO;SUBVENC;42;380.60;522.0;281.5;42;373.07;594;231;42;388.12;503;226;29;377.69;574;237;14;431.57;497;309;60;516.12;790;240;60;530.03;850;240;14547
136;5;SAN ANTONIO;SAN ANTONIO;CENTRO DE ESTUDIOS IGNACIO DOMEYKO;HC - NOCTURNO;SUBVENC;22;401.32;492.0;290.0;22;403.32;576;274;22;399.32;488;306;12;447.83;574;237;15;359.27;450;219;22;439.00;683;277;22;451.14;784;277;14625
137;5;SAN ANTONIO;SAN ANTONIO;COLEGIO BILBAO - EIM;HC - NOCTURNO;SUBVENC;24;390.67;529.5;235.5;24;369.17;571;210;24;412.17;540;234;16;388.94;549;231;8;424.38;545;235;36;487.44;584;279;36;521.06;721;279;14749
138;5;SAN ANTONIO;ALGARROBO;LICEO TECNICO CARLOS ALESSANDRI ALTAMIRANO;HC - NOCTURNO;MUNICIPAL;5;407.30;485.5;294.5;5;428.60;496;215;5;386.00;480;330;4;472.00;535;343;3;369.00;450;235;13;533.15;668;475;13;552.69;773;475;14400
139;5;SAN ANTONIO;CARTAGENA;COLEGIO DE ADULTOS ALICIA MONCKEBERG;HC - NOCTURNO;SUBVENC;10;397.45;525.5;299.5;10;398.70;549;329;10;396.20;531;259;8;398.13;514;243;4;366.75;437;328;18;491.17;632;309;18;501.39;678;309;14759
140;5;SAN ANTONIO;EL TABO;C.E.I.A. NEWEN;HC - NOCTURNO;SUBVENC;28;437.68;526.0;341.0;28;444.86;582;305;28;430.50;557;330;17;453.24;574;264;14;444.79;534;351;43;548.72;763;370;43;561.84;829;370;40414
141;5;ISLA DE PASCUA;ISLA DE PASCUA;COLEGIO LORENZO BAEZA VEGA;HC - NOCTURNO;MUNICIPAL;8;403.31;493.5;305.0;8;413.75;537;257;8;392.88;450;306;8;435.88;558;359;;;;;20;527.95;701;365;20;562;833;365;2101
142;5;MARGA MARGA;QUILPUE;CENTRO DE EDUCACION DE ADULTOS F-429;HC - NOCTURNO;MUNICIPAL;49;401.03;567.5;245.0;49;419.63;685;231;49;382.43;540;226;42;436.07;637;237;19;395.95;534;285;74;521.76;816;355;74;533.89;850;355;1894
143;5;MARGA MARGA;QUILPUE;COLEGIO MERCEDES LEMUS ZAMORA;HC - NOCTURNO;SUBVENC;87;437.60;651.0;281.5;87;451.71;695;226;87;423.49;607;234;65;454.51;685;214;42;398.55;567;230;100;457.17;749;256;100;471.22;850;256;14545
144;5;MARGA MARGA;QUILPUE;COLEGIO NTRA. SEÑORA DE LAS MERCEDES;HC - NOCTURNO;SUBVENC;7;414.71;504.5;323.0;7;410.86;503;329;7;418.57;545;306;5;481.60;583;343;4;384.75;472;285;19;494.26;626;396;19;512.89;715;396;14237
145;5;MARGA MARGA;QUILPUE;COLEGIO SOL DE AMERICA;HC - NOCTURNO;SUBVENC;14;407.82;526.5;285.5;14;400.86;565;237;14;414.79;515;282;11;436.09;570;243;5;384.60;437;351;24;431.25;541;315;24;434.63;562;315;14796
146;5;MARGA MARGA;LIMACHE;LICEO DE LIMACHE;HC - NOCTURNO;MUNICIPAL;14;417.89;532.5;311.5;14;438.07;543;317;14;397.71;557;234;11;456.82;549;343;9;388.89;497;235;22;466.91;743;323;22;486.59;850;323;1464
147;5;MARGA MARGA;LIMACHE;CENTRO DE ED. DE ADULTOS SAN FRANCISCO;HC - NOCTURNO;SUBVENC;48;407.94;563.5;285.5;48;411.75;618;289;48;404.13;540;282;34;420.06;624;237;24;386.33;472;285;55;462.33;666;275;55;466.67;714;275;40160
148;5;MARGA MARGA;LIMACHE;CENTRO DE ESTUDIOS BORDEMAR;HC - NOCTURNO;SUBVENC;42;388.06;506.0;248.0;42;389.43;526;220;42;386.69;540;234;28;415.93;558;208;26;368.08;510;150;76;539.71;814;299;76;557.32;850;299;40407
149;5;MARGA MARGA;LIMACHE;COLEGIO LATINOAMERICANO;HC - NOCTURNO;SUBVENC;27;399.20;530.0;281.5;27;402.22;589;242;27;396.19;509;219;22;432.59;607;237;9;406.33;497;309;50;462.04;719;323;50;467.36;799;323;14307
150;5;MARGA MARGA;VILLA ALEMANA;LICEO TECNOLOGICO VILLA ALEMANA;HC - NOCTURNO;MUNICIPAL;31;394.03;572.0;246.5;31;404.87;576;237;31;383.19;568;219;21;415.57;616;231;17;364.24;504;235;40;479.18;747;234;40;491.93;850;234;1958
151;5;MARGA MARGA;VILLA ALEMANA;CENTRO DE ESTUDIOS SAN IGNACIO;HC - NOCTURNO;SUBVENC;78;412.87;568.5;254.0;78;415.27;613;226;78;410.47;557;234;45;428.62;579;237;45;398.18;545;214;97;484.44;749;319;97;543.22;850;319;14462
152;13;SANTIAGO;SANTIAGO;ESCUELA E-106 ;HC - NOCTURNO;MUNICIPAL;3;358.83;414.0;329.0;3;311.33;352;242;3;406.33;488;306;3;359.33;464;307;;;;;4;416.50;557;309;4;421.25;576;309;8571
153;13;SANTIAGO;SANTIAGO;LICEO DE ADULTOS HERBERT VARGAS WALLIS;HC - NOCTURNO;MUNICIPAL;51;400.09;550.5;266.5;51;398.10;571;237;51;402.08;536;259;42;462.79;628;243;26;391.38;539;235;63;638.00;808;392;63;644.9;838;392;8541
154;13;SANTIAGO;SANTIAGO;LICEO DE APLICACION A-9;HC - NOCTURNO;MUNICIPAL;74;498.11;681.0;297.5;74;528.15;762;289;74;468.07;701;196;61;534.80;726;343;30;472.03;669;285;75;494.84;729;323;75;530.77;850;323;8491
155;13;SANTIAGO;SANTIAGO;LICEO MUNIC. METROPOLITANO DE ADUL. (EX. ESC. D-101);HC - NOCTURNO;MUNICIPAL;61;423.99;614.0;269.5;61;444.03;646;226;61;403.95;582;234;45;453.00;603;243;31;399.74;529;261;;;;;;;;;8554
156;13;SANTIAGO;SANTIAGO;ACADEMIA DE ESTUDIOS MIRAFLORES;HC - NOCTURNO;PAGADO;68;466.92;653.0;305.5;68;469.74;695;305;68;464.10;651;306;39;483.10;743;220;37;451.92;598;230;74;458.99;753;258;74;488.03;850;258;25057
157;13;SANTIAGO;SANTIAGO;CENTRO DE ESTUDIOS LA ARAUCANA;HC - NOCTURNO;PAGADO;65;466.71;615.5;305.0;65;458.71;633;215;65;474.71;630;282;39;497.23;659;307;38;423.61;595;214;67;501.31;747;295;67;543.51;850;295;8763
158;13;SANTIAGO;SANTIAGO;INSTITUTO ANDES;HC - NOCTURNO;PAGADO;65;426.69;631.0;305.5;65;431.97;661;226;65;421.42;644;226;40;442.20;691;220;35;393.46;571;219;73;532.22;749;297;73;556.18;834;297;25099
159;13;SANTIAGO;SANTIAGO;INSTITUTO TABANCURA  SANTIAGO;HC - NOCTURNO;PAGADO;125;474.01;653.0;303.0;125;486.25;669;329;125;461.77;663;234;78;500.88;691;237;57;432.11;576;261;103;470.17;796;260;103;515.08;850;260;24840
160;13;SANTIAGO;SANTIAGO;CENTRO DE EDUC. INTEGRADA DE ADULTOS CREANDO FUTURO;HC - NOCTURNO;SUBVENC;67;424.96;614.0;234.0;67;434.33;646;242;67;415.58;582;226;47;454.98;612;231;32;408.63;571;230;77;456.52;763;256;77;482.29;850;256;26023
161;13;SANTIAGO;SANTIAGO;CENTRO DE EDUCACION INTEGRADA DE ADULTOS ALTAZOL;HC - NOCTURNO;SUBVENC;114;440.46;689.5;261.5;114;447.82;749;226;114;433.11;663;219;77;457.78;836;264;61;422.64;580;235;116;488.34;673;319;116;509.33;767;319;25463
162;13;SANTIAGO;SANTIAGO;CENTRO DE EDUCACION INTEGRAL DE ADULTOS ACUARIO;HC - NOCTURNO;SUBVENC;59;406.80;577.0;269.5;59;423.12;618;237;59;390.47;540;196;37;462.51;646;237;25;392.08;517;230;70;479.76;705;303;70;490.07;770;303;31167
163;13;SANTIAGO;SANTIAGO;CENTRO EDUC. DE ADULTOS EL PRADO;HC - NOCTURNO;SUBVENC;137;416.89;609.5;230.5;137;427.84;669;231;137;405.94;601;203;85;417.59;674;226;71;415.42;591;203;208;435.31;753;244;208;448.55;850;244;25174
164;13;SANTIAGO;SANTIAGO;COLEGIO DE ADULTOS ALTAZOL DE SANTIAGO;HC - NOCTURNO;SUBVENC;67;473.99;658.5;238.5;67;492.87;695;257;67;455.12;741;203;41;485.56;674;243;30;469.87;693;285;85;483.87;701;321;85;508.96;834;321;31039
165;13;SANTIAGO;SANTIAGO;COLEGIO PART. DE ADULTOS SANTA VICENTA MARIA;HC - NOCTURNO;SUBVENC;13;381.15;566.5;246.0;13;386.46;613;210;13;375.85;520;226;10;425.90;595;231;12;378.58;510;235;14;549.50;719;404;14;577.29;808;404;25531
166;13;SANTIAGO;SANTIAGO;COLEGIO PARTICULAR DE ADULTOS   ITSA;HC - NOCTURNO;SUBVENC;20;387.65;511.0;226.0;20;395.45;537;226;20;379.85;531;219;17;417.94;579;307;13;386.54;481;261;28;460.46;739;277;28;478.61;850;277;25270
167;13;SANTIAGO;SANTIAGO;COLEGIO PARTICULAR DE ADULTOS GLADYS LAZO;HC - NOCTURNO;SUBVENC;82;413.24;579.5;231.5;82;420.89;633;237;82;405.59;640;219;57;441.07;616;237;35;408.11;580;224;105;468.27;804;218;105;479.47;850;218;25237
168;13;SANTIAGO;SANTIAGO;COLEGIO PARTICULAR DE ADULTOS INSTITUTO ICEL;HC - NOCTURNO;SUBVENC;508;420.98;705.5;220.0;508;434.56;762;215;508;407.39;695;196;323;451.62;780;220;238;404.93;666;214;299;482.15;784;271;299;492.98;850;271;25818
169;13;SANTIAGO;SANTIAGO;LICEO DE ADULTOS INSIEME;HC - NOCTURNO;SUBVENC;59;430.55;624.5;258.0;59;450.51;646;231;59;410.59;656;219;42;474.26;633;231;27;413.70;595;261;76;451.96;668;333;76;454.79;690;333;31376
170;13;SANTIAGO;SANTIAGO;LICEO DE ADULTOS PARTICULAR FERMIN VIVACETA;HC - NOCTURNO;SUBVENC;23;412.33;546.0;283.0;23;420.00;589;274;23;404.65;601;226;17;438.29;616;243;7;381.86;545;261;33;444.00;679;285;33;473.18;819;285;24911
171;13;SANTIAGO;CERRILLOS;LICEO POLIVALENTE DR. LUIS VARGAS  SALCEDO B-69;HC - NOCTURNO;MUNICIPAL;9;381.72;520.0;259.5;9;399.78;537;237;9;363.67;503;234;8;470.38;794;307;;;;;15;525.67;786;359;15;573.53;850;359;9865
172;13;SANTIAGO;CERRO NAVIA;CENTRO INTEGRADO DE ADULTOS GEORGINA SALAS D.;HC - NOCTURNO;MUNICIPAL;18;385.11;479.5;287.5;18;401.89;514;231;18;368.33;488;203;17;413.59;659;264;2;406.00;437;375;53;486.06;715;273;53;495;766;273;24754
173;13;SANTIAGO;CERRO NAVIA;COMPLEJO EDUCACIONAL CERRO NAVIA;HC - NOCTURNO;MUNICIPAL;6;398.08;526.0;309.5;6;383.67;537;242;6;412.50;515;330;7;339.57;583;231;1;407.00;407;407;25;540.04;790;343;25;560.92;850;343;10126
174;13;SANTIAGO;CERRO NAVIA;LICEO POLIVALENTE A N° 85;HC - NOCTURNO;MUNICIPAL;19;375.95;499.0;248.0;19;377.26;560;237;19;374.63;471;259;18;375.72;549;231;3;376.67;462;261;25;479.12;685;343;25;504.52;804;343;10075
175;13;SANTIAGO;CERRO NAVIA;CENTRO EDUCACIONAL DE ADULTOS;HC - NOCTURNO;SUBVENC;22;390.45;496.0;281.5;22;395.64;554;210;22;385.27;488;306;15;422.07;562;231;10;347.50;481;224;41;500.83;735;329;41;510.46;791;329;24926
176;13;SANTIAGO;CONCHALI;LICEO POLIVALENTE AGUSTIN EDWARDS MAC CLURE;HC - NOCTURNO;MUNICIPAL;37;394.74;571.0;230.5;37;410.76;646;242;37;378.73;540;219;27;442.04;620;326;14;386.71;517;285;53;442.64;646;311;53;458.92;741;311;10259
177;13;SANTIAGO;CONCHALI;COLEGIO DE ADULTOS CARELMAPU;HC - NOCTURNO;SUBVENC;11;396.82;572.0;311.5;11;431.09;613;340;11;362.55;531;211;4;371.75;410;359;8;446.00;490;407;16;490.81;677;376;16;505.63;739;376;25951
178;13;SANTIAGO;EL BOSQUE;COMPLEJO EDUCACIONAL FELIPE HERRERA LANE;HC - NOCTURNO;MUNICIPAL;3;476.83;569.5;422.5;3;477.67;565;416;3;476.00;574;393;1;479.00;479;479;1;623.00;623;623;7;437.57;545;289;7;474.14;648;289;9713
179;13;SANTIAGO;EL BOSQUE;ESCUELA BASICA N°772 BASE EL BOSQUE;HC - NOCTURNO;MUNICIPAL;13;405.54;513.5;308.0;13;418.62;589;242;13;392.46;450;306;5;476.20;607;399;5;417.60;462;375;27;480.44;731;299;27;508.59;850;299;10555
180;13;SANTIAGO;EL BOSQUE;LICEO ELENA CAFFARENA MORICE(EX.589);HC - NOCTURNO;MUNICIPAL;5;393.20;531.5;248.0;5;384.60;554;237;5;401.80;509;259;5;447.60;641;343;3;402.67;450;351;7;461.00;521;374;7;473.71;559;374;9743
181;13;SANTIAGO;EL BOSQUE;LICEO FRAY LUIS BELTRAN;HC - NOCTURNO;MUNICIPAL;5;375.60;445.5;295.0;5;391.20;452;237;5;360.00;461;259;2;485.00;485;485;2;391.00;407;375;17;459.71;733;343;17;477.35;850;343;10572
182;13;SANTIAGO;EL BOSQUE;LICEO JUAN GOMEZ MILLAS (EX. A-109);HC - NOCTURNO;MUNICIPAL;7;469.43;557.0;426.0;7;464.14;554;389;7;474.71;560;393;2;465.50;491;440;6;432.00;545;261;15;449.93;572;269;15;463;628;269;9688
183;13;SANTIAGO;EL BOSQUE;COLEGIO DE ADULTOS ALFRED NOBEL EL BOSQUE;HC - NOCTURNO;SUBVENC;3;373.33;467.0;305.5;3;396.67;496;305;3;350.00;438;306;2;464.00;471;457;1;309.00;309;309;12;516.42;648;335;12;548.5;728;335;26048
184;13;SANTIAGO;EL BOSQUE;COLEGIO DE ADULTOS JOSE ABELARDO NUÑEZ;HC - NOCTURNO;SUBVENC;15;380.40;526.5;277.5;15;394.13;582;242;15;366.67;496;203;10;421.70;574;359;6;373.33;472;261;22;501.27;699;365;22;533.14;822;365;25504
185;13;SANTIAGO;EL BOSQUE;COLEGIO JUAN BAUTISTA DURAN;HC - NOCTURNO;SUBVENC;11;399.82;506.0;308.0;11;398.00;543;242;11;401.64;540;282;10;397.90;545;243;5;415.00;517;309;19;496.42;780;380;19;509.37;850;380;10626
186;13;SANTIAGO;EL BOSQUE;COLEGIO VILLA SANTA MARIA;HC - NOCTURNO;SUBVENC;48;407.77;591.5;297.0;48;412.92;582;220;48;402.63;601;219;41;426.29;579;231;41;381.76;595;230;93;456.85;735;301;93;488.26;850;301;10604
187;13;SANTIAGO;EL BOSQUE;SANTA BARBARA COLLEGE;HC - NOCTURNO;SUBVENC;6;412.67;463.5;320.0;6;385.50;477;215;6;439.83;480;409;2;410.50;514;307;4;410.50;462;351;6;482.00;547;309;6;512.67;601;309;26025
188;13;SANTIAGO;ESTACION CENTRAL;LICEO ADULTOS LUIS GOMEZ CATALAN;HC - NOCTURNO;MUNICIPAL;82;408.82;586.5;227.0;82;417.44;606;220;82;400.20;579;219;52;431.54;641;231;46;405.70;598;224;121;468.30;804;329;121;488.27;850;329;8587
189;13;SANTIAGO;ESTACION CENTRAL;COLEGIO DE ADULTOS SANTA MARIA DEL TRABAJO;HC - NOCTURNO;SUBVENC;31;418.42;531.0;298.0;31;442.48;589;274;31;394.35;531;234;19;475.11;583;286;21;408.33;529;208;46;446.65;632;309;46;493.98;850;309;25977
190;13;SANTIAGO;ESTACION CENTRAL;ESCUELA DEL CARIÑO RICARDO NAVIA;HC - NOCTURNO;SUBVENC;22;386.66;504.0;305.5;22;385.41;554;226;22;387.91;549;203;18;386.50;535;286;5;376.20;462;309;31;610.74;792;275;31;660.13;850;275;31287
191;13;SANTIAGO;HUECHURABA;CENTRO EDUCACIONAL DE HUECHURABA (EX. PALAZUELOS);HC - NOCTURNO;MUNICIPAL;11;436.64;535.0;259.5;11;448.27;582;237;11;425.00;520;259;8;493.50;641;307;4;417.25;472;285;22;452.64;705;319;22;494.45;850;319;10250
192;13;SANTIAGO;HUECHURABA;COLEGIO DE ADULTOS JOSE ABELARDO NUÑEZ;HC - NOCTURNO;SUBVENC;28;405.59;702.0;271.5;28;412.39;736;215;28;398.79;668;226;18;405.67;612;226;10;406.00;619;235;61;443.87;757;293;61;470.74;850;293;25502
193;13;SANTIAGO;INDEPENDENCIA;LICEO DE ADULTOS PARTICULAR  AMERICAS MODERNAS;HC - NOCTURNO;MUNICIPAL;15;400.50;481.0;308.0;15;391.73;496;242;15;409.27;503;330;14;394.36;535;243;8;380.50;529;224;20;532.75;727;365;20;592.7;850;365;24763
194;13;SANTIAGO;INDEPENDENCIA;LICEO GABRIELA MISTRAL A-15;HC - NOCTURNO;MUNICIPAL;19;416.87;535.5;322.0;19;430.89;565;340;19;402.84;568;259;13;417.23;535;286;7;462.71;595;328;31;448.13;705;303;31;458.32;790;303;8497
