ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
415;5;VALPARAISO;VIÑA DEL MAR;COLEGIO HEBREO DR.JAIM WEITZMAN;HC - DIURNO;PAGADO;14;644.29;782.5;503.0;14;642.29;797;520;14;646.29;784;480;8;622.13;717;508;12;643.17;759;529;14;637.29;770;482;14;677.93;850;482;1787
416;5;VALPARAISO;VIÑA DEL MAR;COLEGIO LORD COCHRANE;HC - DIURNO;PAGADO;15;547.27;676.5;416.0;15;543.27;736;407;15;551.27;630;425;6;586.67;735;471;12;536.08;595;422;15;514.00;719;397;15;519.93;778;397;14260
417;5;VALPARAISO;VIÑA DEL MAR;COLEGIO MONTEMAR;HC - DIURNO;PAGADO;20;687.98;818.0;551.0;20;681.80;807;582;20;694.15;850;520;16;709.94;836;595;7;761.00;840;660;20;620.45;768;496;20;655.4;850;496;14498
418;5;VALPARAISO;VIÑA DEL MAR;COLEGIO PATMOS;HC - DIURNO;PAGADO;28;508.82;638.0;339.5;28;501.43;639;305;28;516.21;668;374;22;516.09;822;343;16;495.25;644;392;28;506.82;667;391;28;523.39;775;391;1780
419;5;VALPARAISO;VIÑA DEL MAR;COLEGIO PROFESOR HUGUET;HC - DIURNO;PAGADO;31;566.47;759.5;371.5;31;554.84;749;305;31;578.10;850;409;16;542.31;674;399;24;536.33;809;328;31;515.87;805;371;31;522.9;850;371;1789
420;5;VALPARAISO;VIÑA DEL MAR;COLEGIO SAGRADA FAMILIA;HC - DIURNO;PAGADO;43;657.19;771.5;540.0;43;643.53;775;508;43;670.84;784;520;35;640.46;743;399;29;619.45;778;481;43;625.19;783;439;43;642.09;850;439;14280
421;5;VALPARAISO;VIÑA DEL MAR;COLEGIO SAINT DOMINIC;HC - DIURNO;PAGADO;80;609.59;812.5;321.0;80;602.18;775;289;80;617.00;850;353;38;580.26;822;343;49;628.51;768;481;80;659.36;793;472;80;678.23;850;472;1777
422;5;VALPARAISO;VIÑA DEL MAR;COLEGIO WILLIAM JAMES;HC - DIURNO;PAGADO;7;478.79;577.0;327.0;7;487.14;571;372;7;470.43;594;282;5;577.80;669;430;3;571.33;591;539;7;512.57;618;418;7;522.57;645;418;14324
423;5;VALPARAISO;VIÑA DEL MAR;SAINT PAUL'S SCHOOL;HC - DIURNO;PAGADO;52;638.29;761.0;524.5;52;638.87;797;464;52;637.71;817;526;33;622.91;703;508;31;634.48;759;529;52;670.62;799;484;52;683.98;847;484;1791
424;5;VALPARAISO;VIÑA DEL MAR;SAINT PETER'S SCHOOL;HC - DIURNO;PAGADO;24;624.27;698.5;555.5;24;620.13;685;491;24;628.42;751;557;10;611.30;726;535;19;613.95;682;549;24;663.58;779;532;24;686.79;850;532;1776
425;5;VALPARAISO;VIÑA DEL MAR;SEMINARIO SAN RAFAEL ANEXO VIÑA DEL MAR;HC - DIURNO;PAGADO;56;610.10;756.5;473.5;56;618.25;797;452;56;601.95;784;353;42;609.02;836;471;41;612.17;744;481;56;639.64;818;427;56;646.13;843;427;1774
426;5;VALPARAISO;VIÑA DEL MAR;THE MACKAY SCHOOL;HC - DIURNO;PAGADO;67;650.90;820.5;531.5;67;638.90;807;484;67;662.91;850;553;49;626.86;850;485;42;644.00;829;510;67;581.72;789;412;67;591.3;850;412;1788
427;5;VALPARAISO;VIÑA DEL MAR;VIÑA DEL MAR COLLEGE;HC - DIURNO;PAGADO;10;495.35;594.0;413.5;10;481.40;571;381;10;509.30;634;374;6;525.83;607;420;5;477.40;539;422;10;463.40;585;379;10;472.9;662;379;14428
428;5;VALPARAISO;VIÑA DEL MAR;COLEGIO ALBORADA DEL MAR;HC - DIURNO;SUBVENC;22;500.57;627.0;364.0;22;498.55;653;305;22;502.59;601;330;13;474.54;650;359;12;494.08;595;351;22;558.41;651;420;22;561.59;660;420;14822
429;5;VALPARAISO;VIÑA DEL MAR;COLEGIO ANA MARIA JANER;HC - DIURNO;SUBVENC;39;560.77;689.5;457.0;39;554.56;762;430;39;566.97;685;450;24;556.92;674;430;30;525.97;653;309;39;595.18;746;451;39;626.85;850;451;1755
430;5;VALPARAISO;VIÑA DEL MAR;COLEGIO CARDENAL RAUL SILVA HENRIQUEZ;HC - DIURNO;SUBVENC;55;501.52;628.5;335.0;55;500.05;661;317;55;502.98;668;353;37;517.76;633;387;34;463.26;584;351;57;469.02;651;358;57;488.77;793;358;1749
431;5;VALPARAISO;VIÑA DEL MAR;COLEGIO CASTELIANO;HC - DIURNO;SUBVENC;74;504.72;648.5;305.0;74;498.61;685;257;74;510.84;637;330;46;528.26;726;307;47;490.00;595;309;78;498.79;770;358;78;507.46;850;358;14629
432;5;VALPARAISO;VIÑA DEL MAR;COLEGIO CLAUDIO MATTE;HC - DIURNO;SUBVENC;56;456.71;644.0;278.0;56;455.91;661;274;56;457.50;675;234;29;456.41;624;243;34;440.94;653;261;60;511.83;744;381;60;520.27;815;381;1756
433;5;VALPARAISO;VIÑA DEL MAR;COLEGIO EMANUEL;HC - DIURNO;SUBVENC;19;538.71;648.5;390.5;19;539.32;705;372;19;538.11;620;409;11;527.64;641;359;11;544.45;623;351;20;568.55;744;437;20;620.55;850;437;14316
434;5;VALPARAISO;VIÑA DEL MAR;COLEGIO ESPAÑOL ISABEL LA CATOLICA;HC - DIURNO;SUBVENC;20;518.73;657.0;356.5;20;522.65;677;362;20;514.80;637;259;9;509.33;579;464;14;524.57;619;407;20;550.85;663;425;20;572.45;729;425;12301
435;5;VALPARAISO;VIÑA DEL MAR;COLEGIO EVANGELICO LABRANZA  DE DIOS ;HC - DIURNO;SUBVENC;28;529.05;700.5;388.5;28;516.54;695;352;28;541.57;734;374;19;500.47;646;343;15;527.87;708;328;28;582.54;799;420;28;595.32;850;420;14494
436;5;VALPARAISO;VIÑA DEL MAR;COLEGIO INGLES SAN PATRICIO;HC - DIURNO;SUBVENC;9;506.78;587.0;283.5;9;525.33;613;237;9;488.22;592;330;8;492.75;620;237;4;509.00;559;462;;;;;;;;;1786
437;5;VALPARAISO;VIÑA DEL MAR;COLEGIO INMACULADA DE LOURDES;HC - DIURNO;SUBVENC;38;519.64;662.5;375.0;38;524.39;695;340;38;514.89;656;259;23;522.70;637;359;27;510.37;647;351;38;545.37;781;414;38;561.87;850;414;1750
438;5;VALPARAISO;VIÑA DEL MAR;COLEGIO JUANITA FERNANDE;HC - DIURNO;SUBVENC;34;492.59;690.0;290.0;34;483.97;661;274;34;501.21;719;306;14;494.86;696;399;27;480.04;626;309;35;563.94;762;408;35;585.51;844;408;14608
439;5;VALPARAISO;VIÑA DEL MAR;COLEGIO MANANTIAL;HC - DIURNO;SUBVENC;62;455.49;616.0;275.5;62;463.39;661;305;62;447.60;611;234;49;470.82;600;264;35;419.49;609;261;70;500.01;708;350;70;508.64;776;350;14490
440;5;VALPARAISO;VIÑA DEL MAR;COLEGIO MARIA AUXILIADORA DE VIÑA DEL MAR;HC - DIURNO;SUBVENC;64;528.44;744.5;329.0;64;531.02;695;352;64;525.86;850;282;45;517.91;637;343;46;516.54;686;285;64;570.64;785;387;64;609.7;850;387;1801
441;5;VALPARAISO;VIÑA DEL MAR;COLEGIO REBECA FERNANDEZ;HC - DIURNO;SUBVENC;9;402.00;562.5;305.5;9;366.89;576;237;9;437.11;549;353;4;515.00;591;399;5;425.00;510;351;10;476.70;589;433;10;478.5;607;433;12312
442;5;VALPARAISO;VIÑA DEL MAR;COLEGIO RUBEN CASTRO ;HC - DIURNO;SUBVENC;59;634.54;741.5;508.0;59;625.69;786;438;59;643.39;784;438;25;627.96;822;464;45;616.91;768;437;59;618.85;793;443;59;625.68;823;443;1734
443;5;VALPARAISO;VIÑA DEL MAR;COLEGIO SAN AGUSTIN;HC - DIURNO;SUBVENC;27;476.72;683.0;355.0;27;482.56;695;317;27;470.89;671;259;17;524.59;680;430;17;503.76;653;375;28;514.71;746;361;28;527.82;811;361;1742
444;5;VALPARAISO;VIÑA DEL MAR;COLEGIO SAN IGNACIO;HC - DIURNO;SUBVENC;53;556.85;763.0;357.0;53;551.79;775;340;53;561.91;784;374;33;562.00;766;359;30;530.03;778;309;53;541.79;766;404;53;557.04;850;404;1795
445;5;VALPARAISO;VIÑA DEL MAR;COLEGIO SAN NICOLAS - EL OLIVAR;HC - DIURNO;SUBVENC;14;478.32;601.5;356.0;14;502.93;646;398;14;453.71;557;282;10;489.40;591;410;10;439.70;549;309;15;476.00;732;420;15;491.8;850;420;14387
446;5;VALPARAISO;VIÑA DEL MAR;COLEGIO SAN NICOLAS DE CANAL CHACAO;HC - DIURNO;SUBVENC;23;450.41;603.5;257.5;23;462.22;633;242;23;438.61;594;226;17;468.88;570;264;16;436.31;549;285;26;486.38;723;389;26;491.5;795;389;14552
447;5;VALPARAISO;VIÑA DEL MAR;COLEGIO WINTERHILL;HC - DIURNO;SUBVENC;32;556.08;644.5;392.5;32;570.31;725;372;32;541.84;675;282;22;586.86;735;359;13;550.00;629;422;32;601.25;746;397;32;618.13;811;397;14923
448;5;VALPARAISO;VIÑA DEL MAR;FRIENDLY HIGH SCHOOL;HC - DIURNO;SUBVENC;25;494.14;596.0;331.0;25;505.20;661;381;25;483.08;620;203;16;532.13;659;387;12;483.83;587;351;25;516.08;729;395;25;532.28;813;395;1761
449;5;VALPARAISO;VIÑA DEL MAR;LICEO JOSE CORTES BROWN;HC - DIURNO;SUBVENC;113;553.71;703.0;443.0;113;552.35;762;398;113;555.07;690;374;52;537.12;655;374;82;564.00;714;351;115;545.05;779;387;115;549.11;817;387;1747
450;5;VALPARAISO;VIÑA DEL MAR;LICEO JOSE CORTES BROWN - RECREO;HC - DIURNO;SUBVENC;96;556.29;773.0;325.0;96;556.18;762;257;96;556.41;784;393;66;573.33;717;410;63;540.32;744;375;97;570.81;811;408;97;583;850;408;40252
451;5;VALPARAISO;VIÑA DEL MAR;LICEO NUESTRA SEÑORA DE LA PAZ;HC - DIURNO;SUBVENC;49;520.79;625.0;349.5;49;525.88;633;274;49;515.69;659;330;39;532.92;624;343;24;491.83;591;351;52;518.13;704;379;52;536.75;843;379;1738
452;5;VALPARAISO;VIÑA DEL MAR;LICEO PARROQUIAL SAN ANTONIO;HC - DIURNO;SUBVENC;112;581.49;756.0;413.0;112;578.74;797;416;112;584.23;817;374;87;576.87;751;410;72;566.06;730;407;112;548.27;781;377;112;558.88;850;377;1735
453;5;VALPARAISO;VIÑA DEL MAR;LICEO RENE DESCARTES;HC - DIURNO;SUBVENC;51;498.53;658.5;344.5;51;493.76;646;329;51;503.29;685;282;32;488.03;669;374;30;492.80;666;285;53;546.43;727;412;53;557.4;787;412;14284
454;5;VALPARAISO;VIÑA DEL MAR;LICEO SANTA TERESA DE LOS ANDES;HC - DIURNO;SUBVENC;45;518.17;640.5;364.0;45;507.56;661;340;45;528.78;668;330;32;514.56;685;286;27;501.19;609;285;45;579.40;811;414;45;590.13;850;414;1741
455;5;VALPARAISO;VIÑA DEL MAR;PAN AMERICAN COLLEGE;HC - DIURNO;SUBVENC;47;534.83;804.5;390.5;47;535.28;775;352;47;534.38;834;353;30;556.93;766;410;32;517.34;708;309;50;525.28;811;381;50;531.3;850;381;14716
456;5;VALPARAISO;VIÑA DEL MAR;SAINT BENEDICT COLLEGE;HC - DIURNO;SUBVENC;26;507.17;619.0;317.5;26;496.19;625;226;26;518.15;648;409;19;508.11;595;359;18;497.94;637;285;27;567.56;797;322;27;597;850;322;14265
457;5;VALPARAISO;VIÑA DEL MAR;THE INTEGRITY COLLEGE;HC - DIURNO;SUBVENC;25;420.16;593.0;293.5;25;422.80;582;257;25;417.52;604;259;16;449.31;535;307;13;399.15;534;224;26;459.69;573;348;26;467.88;641;348;14563
458;5;VALPARAISO;VIÑA DEL MAR;THE KINGSTOWN SCHOOL;HC - DIURNO;SUBVENC;56;544.49;676.5;349.0;56;551.95;736;372;56;537.04;685;282;47;565.87;780;286;30;569.13;693;392;57;509.09;793;356;57;530.18;850;356;14703
459;5;SAN ANTONIO;SAN ANTONIO;ESCUELA DE ADULTOS JOSE DOMINGO SAAVEDRA DIAZ;HC - DIURNO;MUNICIPAL;23;385.98;529.5;267.0;23;355.70;571;204;23;416.26;503;306;22;392.36;624;237;22;369.68;504;230;24;533.13;770;379;24;540.17;807;379;11234
460;5;SAN ANTONIO;SAN ANTONIO;ESCUELA ESPAÑA;HC - DIURNO;MUNICIPAL;10;432.60;532.0;348.5;10;441.10;549;329;10;424.10;515;259;5;421.20;535;359;5;456.60;524;375;15;524.60;738;402;15;530.8;769;402;2019
461;5;SAN ANTONIO;SAN ANTONIO;ESCUELA MOVILIZADORES PORTUARIOS;HC - DIURNO;MUNICIPAL;20;410.68;542.5;309.5;20;414.10;549;289;20;407.25;536;234;19;453.95;616;326;8;382.88;450;285;21;516.29;738;385;21;521.86;769;385;2018
462;5;SAN ANTONIO;SAN ANTONIO;INSTITUTO BICENTENARIO JOSE MIGUEL CARRERA;HC - DIURNO;MUNICIPAL;33;585.20;715.5;416.5;33;577.82;775;372;33;592.58;713;425;12;572.17;685;420;28;559.89;718;450;33;670.91;746;548;33;692.73;779;551;40289
463;5;SAN ANTONIO;SAN ANTONIO;COLEGIO ARAUCARIAS;HC - DIURNO;SUBVENC;19;473.53;579.0;308.0;19;457.42;582;242;19;489.63;644;374;11;451.91;503;359;11;449.82;529;351;21;564.81;783;340;21;591.52;850;340;14626
464;5;SAN ANTONIO;SAN ANTONIO;COLEGIO CRISTO REY SALVADOR;HC - DIURNO;SUBVENC;37;470.31;659.0;305.5;37;486.84;685;242;37;453.78;685;259;24;495.17;616;326;21;427.71;591;235;38;524.68;814;381;38;538.89;850;381;14568
465;5;SAN ANTONIO;SAN ANTONIO;COLEGIO FENIX;HC - DIURNO;SUBVENC;41;497.01;636.5;317.5;41;513.22;705;305;41;480.80;637;306;35;473.54;669;326;34;467.74;605;309;42;547.81;773;433;42;567.5;850;433;14699
466;5;SAN ANTONIO;SAN ANTONIO;COLEGIO JOSE LUIS NORRIS;HC - DIURNO;SUBVENC;34;431.93;579.5;321.0;34;436.85;646;257;34;427.00;582;226;20;425.65;607;264;24;419.00;591;309;36;538.67;746;255;36;550.39;800;255;14373
467;5;SAN ANTONIO;SAN ANTONIO;COLEGIO NUESTRA SEÑORA DE POMPEYA;HC - DIURNO;SUBVENC;20;420.40;505.5;328.0;20;440.50;531;305;20;400.30;540;226;14;458.29;545;307;8;398.25;571;230;26;466.50;768;375;26;477.77;850;375;2050
468;5;SAN ANTONIO;SAN ANTONIO;COLEGIO NUEVA PROVIDENCIA;HC - DIURNO;SUBVENC;28;565.46;740.5;400.5;28;556.25;775;305;28;574.68;727;425;12;567.42;669;440;24;573.21;744;422;29;545.34;721;391;29;572.17;843;391;14288
469;5;SAN ANTONIO;SAN ANTONIO;COLEGIO PAPA JUAN PABLO II;HC - DIURNO;SUBVENC;19;432.89;520.5;352.5;19;435.68;565;305;19;430.11;571;234;15;473.73;600;359;16;419.13;539;309;21;499.29;770;391;21;501.29;790;391;14788
470;5;SAN ANTONIO;SAN ANTONIO;COLEGIO PART. N° 33 MARIA KONIG;HC - DIURNO;SUBVENC;3;362.67;438.5;230.0;3;366.00;452;257;3;359.33;450;203;2;347.00;387;307;2;266.50;309;224;5;302.60;354;251;5;302.6;354;251;2057
471;5;SAN ANTONIO;SAN ANTONIO;COLEGIO PARTICULAR EL RETIRO;HC - DIURNO;SUBVENC;17;460.97;579.0;355.0;17;463.76;589;317;17;458.18;604;353;9;470.33;641;343;10;450.60;534;309;18;532.11;706;427;18;542.5;788;427;2055
472;5;SAN ANTONIO;SAN ANTONIO;COLEGIO PARTICULAR SARA CRUCHAGA;HC - DIURNO;SUBVENC;25;453.44;571.0;331.5;25;462.52;582;362;25;444.36;579;282;21;464.10;583;326;13;433.38;553;309;25;491.20;708;367;25;508.96;850;367;2047
473;5;SAN ANTONIO;SAN ANTONIO;COLEGIO PROVIDENCIA;HC - DIURNO;SUBVENC;19;412.55;560.5;299.5;19;417.21;625;317;19;407.89;531;282;15;456.00;628;231;9;403.78;504;261;23;507.91;637;358;23;537.3;730;358;2052
474;5;SAN ANTONIO;SAN ANTONIO;COLEGIO SAGRADA FAMILIA;HC - DIURNO;SUBVENC;19;454.24;645.0;281.5;19;474.68;705;305;19;433.79;585;234;17;457.59;717;264;13;433.62;553;309;23;517.70;744;379;23;536.04;850;379;2048
475;5;SAN ANTONIO;SAN ANTONIO;FUNDACION EDUCACIONAL FERNANDEZ LEON;HC - DIURNO;SUBVENC;46;566.50;798.0;405.0;46;554.20;775;372;46;578.80;834;438;27;544.56;650;430;32;568.41;778;462;46;594.17;820;420;46;602.83;850;420;2049
476;5;SAN ANTONIO;SAN ANTONIO;INSTITUTO DEL PUERTO;HC - DIURNO;SUBVENC;56;593.09;711.0;444.5;56;586.93;716;416;56;599.25;768;425;43;592.02;766;343;44;564.09;708;462;57;541.25;768;367;57;566.56;850;367;2042
477;5;SAN ANTONIO;SAN ANTONIO;INSTITUTO ERCILLA;HC - DIURNO;SUBVENC;23;414.96;508.5;313.5;23;413.48;531;274;23;416.43;540;259;12;424.25;503;326;20;440.15;524;309;24;449.88;649;342;24;467.17;797;342;2043
478;5;SAN ANTONIO;SAN ANTONIO;LICEO GABRIELA MISTRAL;HC - DIURNO;SUBVENC;24;557.71;680.5;467.0;24;570.38;716;477;24;545.04;656;450;17;579.59;766;387;16;507.88;647;407;24;570.88;793;425;24;579.38;850;425;2045
479;5;SAN ANTONIO;SAN ANTONIO;LICEO NACIONAL DE LLO-LLEO;HC - DIURNO;SUBVENC;55;500.63;638.5;355.0;55;493.16;646;317;55;508.09;675;353;44;481.93;633;307;28;502.36;605;351;56;576.34;781;402;56;591.63;850;402;2040
480;5;SAN ANTONIO;SAN ANTONIO;LICEO SANTA TERESITA DE LLO-LLEO;HC - DIURNO;SUBVENC;43;501.27;673.5;395.5;43;509.53;762;372;43;493.00;624;330;26;510.81;664;343;29;463.14;598;261;43;515.65;736;393;43;530.09;850;393;2041
481;5;SAN ANTONIO;ALGARROBO;COLEGIO PUKALAN;HC - DIURNO;SUBVENC;12;451.88;582.5;299.5;12;454.00;625;305;12;449.75;574;226;7;461.86;612;307;6;449.50;563;351;12;512.25;579;410;12;512.75;582;410;40370
482;5;SAN ANTONIO;ALGARROBO;COLEGIO TERESA DE LOS ANDES ALGARROBO;HC - DIURNO;SUBVENC;38;486.37;613.5;329.0;38;493.50;695;352;38;479.24;630;282;24;455.04;685;264;14;526.57;653;392;39;493.15;758;324;39;508.44;850;324;2090
483;5;SAN ANTONIO;CARTAGENA;LICEO POETA VICENTE HUIDOBRO A-44;HC - DIURNO;MUNICIPAL;36;447.46;598.0;283.5;36;431.89;618;231;36;463.03;614;282;20;414.15;674;208;18;477.56;595;392;37;525.03;746;288;37;537.38;824;288;2064
484;5;SAN ANTONIO;CARTAGENA;LIONS SCHOOL;HC - DIURNO;SUBVENC;58;495.88;662.5;324.0;58;495.34;736;274;58;496.41;668;282;31;512.03;633;286;45;460.36;653;285;59;559.76;758;379;59;578.9;844;379;14523
485;5;SAN ANTONIO;CARTAGENA;NUEVO COLEGIO PARTICULAR DE CARTAGENA;HC - DIURNO;SUBVENC;8;479.25;569.0;322.0;8;501.75;618;362;8;456.75;589;282;8;472.00;558;343;2;455.50;504;407;9;566.89;721;431;9;571.44;736;431;14825
486;5;SAN ANTONIO;EL QUISCO;LICEO CLARA SOLOVERA;HC - DIURNO;MUNICIPAL;17;430.21;603.5;300.0;17;428.76;669;226;17;431.65;582;306;8;464.25;600;343;5;443.60;490;407;21;542.38;783;369;21;574.24;850;369;2078
487;5;SAN ANTONIO;EL QUISCO;COLEGIO EL ALBA;HC - DIURNO;SUBVENC;22;508.84;642.0;346.0;22;530.41;716;242;22;487.27;604;330;14;518.14;591;420;14;491.93;605;261;23;539.26;746;373;23;564.96;850;373;14420
488;5;SAN ANTONIO;EL TABO;COLEGIO EL TABO;HC - DIURNO;MUNICIPAL;19;429.11;533.5;290.0;19;436.95;520;274;19;421.26;564;306;12;426.42;497;307;2;503.50;510;497;21;535.05;711;391;21;551.1;767;391;2075
489;5;SAN ANTONIO;SANTO DOMINGO;COLEGIO PEOPLE HELP PEOPLE;HC - DIURNO;MUNICIPAL;63;471.32;690.5;323.5;63;471.14;850;289;63;471.49;644;330;39;475.72;735;286;32;462.03;633;285;64;538.23;764;406;64;549.52;850;406;2091
490;5;SAN ANTONIO;SANTO DOMINGO;COLEGIO EL ROBLE;HC - DIURNO;SUBVENC;20;525.58;677.0;387.5;20;532.80;695;305;20;518.35;685;353;12;564.17;822;410;13;509.31;653;392;20;514.75;725;408;20;536.7;850;408;14751
491;5;SAN ANTONIO;SANTO DOMINGO;COLEGIO STO. DOMINGO HELEN LEE LASSEN;HC - DIURNO;SUBVENC;29;443.91;670.0;258.0;29;427.66;669;257;29;460.17;671;259;23;437.35;628;264;13;452.92;633;375;30;502.10;783;352;30;533.5;850;352;2099
492;5;SAN ANTONIO;SANTO DOMINGO;SANTO DOMINGO COUNTRY SCHOOL;HC - DIURNO;SUBVENC;9;577.72;670.5;461.0;9;560.56;646;484;9;594.89;695;438;7;537.86;607;387;7;566.29;637;504;9;629.67;713;564;9;670.33;826;564;14377
493;5;ISLA DE PASCUA;ISLA DE PASCUA;LICEO ALDEA EDUCATIVA RAPA NUI;HC - DIURNO;MUNICIPAL;11;507.68;662.5;377.0;11;499.82;695;329;11;515.55;630;393;10;530.10;650;449;4;490.00;559;422;11;551.18;624;490;11;598.45;767;490;14881
494;5;ISLA DE PASCUA;ISLA DE PASCUA;COLEGIO HERMANO EUGENIO EYRAUD;HC - DIURNO;SUBVENC;25;447.62;601.5;250.0;25;445.80;576;274;25;449.44;627;226;12;469.25;565;237;16;447.50;559;285;25;570.88;807;420;25;579.64;850;420;14860
495;5;ISLA DE PASCUA;ISLA DE PASCUA;COLEGIO SAN SEBASTIAN DE AKIVI;HC - DIURNO;SUBVENC;14;432.32;517.5;320.0;14;430.00;514;329;14;434.64;564;259;5;430.80;530;326;11;412.36;549;309;15;529.07;692;367;15;536.33;740;367;14675
496;5;MARGA MARGA;QUILPUE;LICEO COEDUC. GUILLERMO GRONEMEYER Z.;HC - DIURNO;MUNICIPAL;35;455.73;593.0;305.0;35;455.80;618;257;35;455.66;589;330;30;458.13;717;286;9;486.11;605;351;38;529.53;785;377;38;579.13;850;377;1882
497;5;MARGA MARGA;QUILPUE;LICEO COMERCIAL ALEJANDRO LUBET V. (EX. A-40);HC - DIURNO;MUNICIPAL;48;426.10;581.5;308.0;48;437.25;571;242;48;414.96;592;226;32;430.00;587;243;18;387.50;481;230;58;376.28;746;212;58;378.86;779;212;1884
498;5;MARGA MARGA;QUILPUE;COLEGIO COEDUC;HC - DIURNO;PAGADO;20;654.58;746.0;564.0;20;663.30;797;543;20;645.85;741;549;10;662.10;794;579;11;651.36;737;529;20;653.90;811;474;20;669.9;850;474;14508
499;5;MARGA MARGA;QUILPUE;COLEGIO COEDUCACIONAL PARTICULAR QUILPUE;HC - DIURNO;PAGADO;32;615.03;779.5;490.5;32;601.06;775;407;32;629.00;784;496;21;616.71;766;503;13;639.31;778;462;32;612.94;795;464;32;631.81;850;464;1937
500;5;MARGA MARGA;QUILPUE;INSTITUTO DE ESTUDIOS IBERO CHILE;HC - DIURNO;PAGADO;41;446.29;678.0;311.5;41;448.73;661;317;41;443.85;695;282;30;459.90;674;307;20;420.05;663;208;44;496.89;779;350;44;497.93;799;350;40435
501;5;MARGA MARGA;QUILPUE;COLEGIO ACONCAGUA;HC - DIURNO;SUBVENC;167;570.80;758.0;351.0;167;558.52;807;317;167;583.07;817;330;94;559.62;808;359;120;549.80;799;309;183;552.91;773;354;183;568.02;835;354;1757
502;5;MARGA MARGA;QUILPUE;COLEGIO AVANT GARDE;HC - DIURNO;SUBVENC;2;366.75;367.0;366.5;2;360.50;381;340;2;373.00;393;353;2;379.00;399;359;1;450.00;450;450;2;554.50;581;528;2;562;596;528;40436
503;5;MARGA MARGA;QUILPUE;COLEGIO CAPITAN ARTURO PRAT CHACON;HC - DIURNO;SUBVENC;19;460.53;575.5;339.5;19;452.05;594;305;19;469.00;560;353;16;472.38;612;264;16;452.19;567;351;22;510.23;725;377;22;559.59;850;377;14677
504;5;MARGA MARGA;QUILPUE;COLEGIO CARLOMAGNO;HC - DIURNO;SUBVENC;20;533.75;626.0;409.0;20;541.15;669;389;20;526.35;681;374;15;544.47;650;399;13;542.15;623;437;20;552.25;727;433;20;576.8;850;433;14771
505;5;MARGA MARGA;QUILPUE;COLEGIO CHARLES DICKENS;HC - DIURNO;SUBVENC;40;436.30;529.5;270.0;40;432.13;549;274;40;440.48;557;211;27;466.07;620;286;17;396.88;481;261;42;474.57;631;395;42;487.1;713;395;14365
506;5;MARGA MARGA;QUILPUE;COLEGIO CREP;HC - DIURNO;SUBVENC;36;488.50;640.5;376.0;36;505.31;677;340;36;471.69;656;330;23;498.09;655;326;19;471.68;602;235;36;535.83;702;425;36;551.89;791;425;1911
507;5;MARGA MARGA;QUILPUE;COLEGIO CRISTIANO DE QUILPUE;HC - DIURNO;SUBVENC;69;520.69;679.5;297.5;69;530.55;725;289;69;510.83;659;306;53;533.55;685;307;41;510.68;633;437;69;528.83;748;399;69;545.93;850;399;1923
508;5;MARGA MARGA;QUILPUE;COLEGIO CRISTIANO LOS EMBAJADORES DEL REY;HC - DIURNO;SUBVENC;30;468.15;583.5;329.5;30;467.67;613;317;30;468.63;630;330;24;493.04;603;343;13;460.38;602;309;31;506.65;659;381;31;520.84;748;381;14642
509;5;MARGA MARGA;QUILPUE;COLEGIO EL BELLOTO;HC - DIURNO;SUBVENC;60;484.29;626.0;309.5;60;483.08;685;289;60;485.50;634;330;45;487.42;674;264;48;449.50;595;328;64;535.61;764;340;64;546.78;826;340;1941
510;5;MARGA MARGA;QUILPUE;COLEGIO ESPERANZA;HC - DIURNO;SUBVENC;82;530.40;698.5;299.5;82;522.55;705;317;82;538.24;751;259;65;535.37;685;374;54;502.69;703;285;82;562.18;791;383;82;570.34;837;383;1934
511;5;MARGA MARGA;QUILPUE;COLEGIO GEA;HC - DIURNO;SUBVENC;25;512.04;679.0;368.0;25;508.28;716;362;25;515.80;719;374;16;539.19;691;374;18;481.50;672;375;25;531.96;748;371;25;588.48;850;371;14687
512;5;MARGA MARGA;QUILPUE;COLEGIO H. F. CAMILO HENRIQUEZ;HC - DIURNO;SUBVENC;27;572.09;658.5;459.0;27;558.52;716;430;27;585.67;681;488;24;549.33;659;399;24;542.88;633;407;27;575.04;708;461;27;586.04;763;461;1919
513;5;MARGA MARGA;QUILPUE;COLEGIO LAS AMERICAS;HC - DIURNO;SUBVENC;42;510.30;668.0;325.0;42;501.24;661;257;42;519.36;690;353;22;507.18;624;374;25;511.96;640;309;43;495.35;715;356;43;514.67;850;356;14717
514;5;MARGA MARGA;QUILPUE;COLEGIO LIAHONA;HC - DIURNO;SUBVENC;118;532.83;698.5;339.5;118;521.48;725;305;118;544.17;784;353;87;524.67;780;326;77;519.38;718;285;120;548.86;787;389;120;556.49;850;389;1909
