"REGION","PROV","COMUNA","UNIDAD_EDUCATIVA","RAMA_EDUCACIONAL","DEP","L_M_N","L_M_PROMEDIO","L_M_MAXIMO","L_M_MINIMO","L_N","L_PROMEDIO","L_MAXIMO","L_MINIMO","M_N","M_PROMEDIO","M_MAXIMO","M_MINIMO","H_CS_N","H_CS_PROMEDIO","H_CS_MAXIMO","H_CS_MINIMO","C_N","C_PROMEDIO","C_MAXIMO","C_MINIMO","NOTAS_N","NOTAS_PROMEDIO","NOTAS_MAXIMO","NOTAS_MINIMO","RANK_N","RANK_PROMEDIO","RANK_MAXIMO","RANK_MINIMO","RBD"
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO SAINT DOMINIC","HC - DIURNO","PAGADO",80,"609.59","812.5","321.0",80,"602.18",775,289,80,"617.00",850,353,38,"580.26",822,343,49,"628.51",768,481,80,"659.36",793,472,80,"678.23",850,472,1777
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO WILLIAM JAMES","HC - DIURNO","PAGADO",7,"478.79","577.0","327.0",7,"487.14",571,372,7,"470.43",594,282,5,"577.80",669,430,3,"571.33",591,539,7,"512.57",618,418,7,"522.57",645,418,14324
5,"VALPARAISO","VIÑA DEL MAR","SAINT PAUL'S SCHOOL","HC - DIURNO","PAGADO",52,"638.29","761.0","524.5",52,"638.87",797,464,52,"637.71",817,526,33,"622.91",703,508,31,"634.48",759,529,52,"670.62",799,484,52,"683.98",847,484,1791
5,"VALPARAISO","VIÑA DEL MAR","SAINT PETER'S SCHOOL","HC - DIURNO","PAGADO",24,"624.27","698.5","555.5",24,"620.13",685,491,24,"628.42",751,557,10,"611.30",726,535,19,"613.95",682,549,24,"663.58",779,532,24,"686.79",850,532,1776
5,"VALPARAISO","VIÑA DEL MAR","SEMINARIO SAN RAFAEL ANEXO VIÑA DEL MAR","HC - DIURNO","PAGADO",56,"610.10","756.5","473.5",56,"618.25",797,452,56,"601.95",784,353,42,"609.02",836,471,41,"612.17",744,481,56,"639.64",818,427,56,"646.13",843,427,1774
5,"VALPARAISO","VIÑA DEL MAR","THE MACKAY SCHOOL","HC - DIURNO","PAGADO",67,"650.90","820.5","531.5",67,"638.90",807,484,67,"662.91",850,553,49,"626.86",850,485,42,"644.00",829,510,67,"581.72",789,412,67,"591.3",850,412,1788
5,"VALPARAISO","VIÑA DEL MAR","VIÑA DEL MAR COLLEGE","HC - DIURNO","PAGADO",10,"495.35","594.0","413.5",10,"481.40",571,381,10,"509.30",634,374,6,"525.83",607,420,5,"477.40",539,422,10,"463.40",585,379,10,"472.9",662,379,14428
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO ALBORADA DEL MAR","HC - DIURNO","SUBVENC",22,"500.57","627.0","364.0",22,"498.55",653,305,22,"502.59",601,330,13,"474.54",650,359,12,"494.08",595,351,22,"558.41",651,420,22,"561.59",660,420,14822
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO ANA MARIA JANER","HC - DIURNO","SUBVENC",39,"560.77","689.5","457.0",39,"554.56",762,430,39,"566.97",685,450,24,"556.92",674,430,30,"525.97",653,309,39,"595.18",746,451,39,"626.85",850,451,1755
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO CARDENAL RAUL SILVA HENRIQUEZ","HC - DIURNO","SUBVENC",55,"501.52","628.5","335.0",55,"500.05",661,317,55,"502.98",668,353,37,"517.76",633,387,34,"463.26",584,351,57,"469.02",651,358,57,"488.77",793,358,1749
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO CASTELIANO","HC - DIURNO","SUBVENC",74,"504.72","648.5","305.0",74,"498.61",685,257,74,"510.84",637,330,46,"528.26",726,307,47,"490.00",595,309,78,"498.79",770,358,78,"507.46",850,358,14629
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO CLAUDIO MATTE","HC - DIURNO","SUBVENC",56,"456.71","644.0","278.0",56,"455.91",661,274,56,"457.50",675,234,29,"456.41",624,243,34,"440.94",653,261,60,"511.83",744,381,60,"520.27",815,381,1756
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO EMANUEL","HC - DIURNO","SUBVENC",19,"538.71","648.5","390.5",19,"539.32",705,372,19,"538.11",620,409,11,"527.64",641,359,11,"544.45",623,351,20,"568.55",744,437,20,"620.55",850,437,14316
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO ESPAÑOL ISABEL LA CATOLICA","HC - DIURNO","SUBVENC",20,"518.73","657.0","356.5",20,"522.65",677,362,20,"514.80",637,259,9,"509.33",579,464,14,"524.57",619,407,20,"550.85",663,425,20,"572.45",729,425,12301
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO EVANGELICO LABRANZA  DE DIOS","HC - DIURNO","SUBVENC",28,"529.05","700.5","388.5",28,"516.54",695,352,28,"541.57",734,374,19,"500.47",646,343,15,"527.87",708,328,28,"582.54",799,420,28,"595.32",850,420,14494
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO INGLES SAN PATRICIO","HC - DIURNO","SUBVENC",9,"506.78","587.0","283.5",9,"525.33",613,237,9,"488.22",592,330,8,"492.75",620,237,4,"509.00",559,462,NA,"",NA,NA,NA,"",NA,NA,1786
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO INMACULADA DE LOURDES","HC - DIURNO","SUBVENC",38,"519.64","662.5","375.0",38,"524.39",695,340,38,"514.89",656,259,23,"522.70",637,359,27,"510.37",647,351,38,"545.37",781,414,38,"561.87",850,414,1750
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO JUANITA FERNANDE","HC - DIURNO","SUBVENC",34,"492.59","690.0","290.0",34,"483.97",661,274,34,"501.21",719,306,14,"494.86",696,399,27,"480.04",626,309,35,"563.94",762,408,35,"585.51",844,408,14608
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO MANANTIAL","HC - DIURNO","SUBVENC",62,"455.49","616.0","275.5",62,"463.39",661,305,62,"447.60",611,234,49,"470.82",600,264,35,"419.49",609,261,70,"500.01",708,350,70,"508.64",776,350,14490
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO MARIA AUXILIADORA DE VIÑA DEL MAR","HC - DIURNO","SUBVENC",64,"528.44","744.5","329.0",64,"531.02",695,352,64,"525.86",850,282,45,"517.91",637,343,46,"516.54",686,285,64,"570.64",785,387,64,"609.7",850,387,1801
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO REBECA FERNANDEZ","HC - DIURNO","SUBVENC",9,"402.00","562.5","305.5",9,"366.89",576,237,9,"437.11",549,353,4,"515.00",591,399,5,"425.00",510,351,10,"476.70",589,433,10,"478.5",607,433,12312
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO RUBEN CASTRO","HC - DIURNO","SUBVENC",59,"634.54","741.5","508.0",59,"625.69",786,438,59,"643.39",784,438,25,"627.96",822,464,45,"616.91",768,437,59,"618.85",793,443,59,"625.68",823,443,1734
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO SAN AGUSTIN","HC - DIURNO","SUBVENC",27,"476.72","683.0","355.0",27,"482.56",695,317,27,"470.89",671,259,17,"524.59",680,430,17,"503.76",653,375,28,"514.71",746,361,28,"527.82",811,361,1742
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO SAN IGNACIO","HC - DIURNO","SUBVENC",53,"556.85","763.0","357.0",53,"551.79",775,340,53,"561.91",784,374,33,"562.00",766,359,30,"530.03",778,309,53,"541.79",766,404,53,"557.04",850,404,1795
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO SAN NICOLAS - EL OLIVAR","HC - DIURNO","SUBVENC",14,"478.32","601.5","356.0",14,"502.93",646,398,14,"453.71",557,282,10,"489.40",591,410,10,"439.70",549,309,15,"476.00",732,420,15,"491.8",850,420,14387
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO SAN NICOLAS DE CANAL CHACAO","HC - DIURNO","SUBVENC",23,"450.41","603.5","257.5",23,"462.22",633,242,23,"438.61",594,226,17,"468.88",570,264,16,"436.31",549,285,26,"486.38",723,389,26,"491.5",795,389,14552
5,"VALPARAISO","VIÑA DEL MAR","COLEGIO WINTERHILL","HC - DIURNO","SUBVENC",32,"556.08","644.5","392.5",32,"570.31",725,372,32,"541.84",675,282,22,"586.86",735,359,13,"550.00",629,422,32,"601.25",746,397,32,"618.13",811,397,14923
5,"VALPARAISO","VIÑA DEL MAR","FRIENDLY HIGH SCHOOL","HC - DIURNO","SUBVENC",25,"494.14","596.0","331.0",25,"505.20",661,381,25,"483.08",620,203,16,"532.13",659,387,12,"483.83",587,351,25,"516.08",729,395,25,"532.28",813,395,1761
5,"VALPARAISO","VIÑA DEL MAR","LICEO JOSE CORTES BROWN","HC - DIURNO","SUBVENC",113,"553.71","703.0","443.0",113,"552.35",762,398,113,"555.07",690,374,52,"537.12",655,374,82,"564.00",714,351,115,"545.05",779,387,115,"549.11",817,387,1747
5,"VALPARAISO","VIÑA DEL MAR","LICEO JOSE CORTES BROWN - RECREO","HC - DIURNO","SUBVENC",96,"556.29","773.0","325.0",96,"556.18",762,257,96,"556.41",784,393,66,"573.33",717,410,63,"540.32",744,375,97,"570.81",811,408,97,"583",850,408,40252
5,"VALPARAISO","VIÑA DEL MAR","LICEO NUESTRA SEÑORA DE LA PAZ","HC - DIURNO","SUBVENC",49,"520.79","625.0","349.5",49,"525.88",633,274,49,"515.69",659,330,39,"532.92",624,343,24,"491.83",591,351,52,"518.13",704,379,52,"536.75",843,379,1738
5,"VALPARAISO","VIÑA DEL MAR","LICEO PARROQUIAL SAN ANTONIO","HC - DIURNO","SUBVENC",112,"581.49","756.0","413.0",112,"578.74",797,416,112,"584.23",817,374,87,"576.87",751,410,72,"566.06",730,407,112,"548.27",781,377,112,"558.88",850,377,1735
5,"VALPARAISO","VIÑA DEL MAR","LICEO RENE DESCARTES","HC - DIURNO","SUBVENC",51,"498.53","658.5","344.5",51,"493.76",646,329,51,"503.29",685,282,32,"488.03",669,374,30,"492.80",666,285,53,"546.43",727,412,53,"557.4",787,412,14284
5,"VALPARAISO","VIÑA DEL MAR","LICEO SANTA TERESA DE LOS ANDES","HC - DIURNO","SUBVENC",45,"518.17","640.5","364.0",45,"507.56",661,340,45,"528.78",668,330,32,"514.56",685,286,27,"501.19",609,285,45,"579.40",811,414,45,"590.13",850,414,1741
5,"VALPARAISO","VIÑA DEL MAR","PAN AMERICAN COLLEGE","HC - DIURNO","SUBVENC",47,"534.83","804.5","390.5",47,"535.28",775,352,47,"534.38",834,353,30,"556.93",766,410,32,"517.34",708,309,50,"525.28",811,381,50,"531.3",850,381,14716
5,"VALPARAISO","VIÑA DEL MAR","SAINT BENEDICT COLLEGE","HC - DIURNO","SUBVENC",26,"507.17","619.0","317.5",26,"496.19",625,226,26,"518.15",648,409,19,"508.11",595,359,18,"497.94",637,285,27,"567.56",797,322,27,"597",850,322,14265
5,"VALPARAISO","VIÑA DEL MAR","THE INTEGRITY COLLEGE","HC - DIURNO","SUBVENC",25,"420.16","593.0","293.5",25,"422.80",582,257,25,"417.52",604,259,16,"449.31",535,307,13,"399.15",534,224,26,"459.69",573,348,26,"467.88",641,348,14563
5,"VALPARAISO","VIÑA DEL MAR","THE KINGSTOWN SCHOOL","HC - DIURNO","SUBVENC",56,"544.49","676.5","349.0",56,"551.95",736,372,56,"537.04",685,282,47,"565.87",780,286,30,"569.13",693,392,57,"509.09",793,356,57,"530.18",850,356,14703
5,"SAN ANTONIO","SAN ANTONIO","ESCUELA DE ADULTOS JOSE DOMINGO SAAVEDRA DIAZ","HC - DIURNO","MUNICIPAL",23,"385.98","529.5","267.0",23,"355.70",571,204,23,"416.26",503,306,22,"392.36",624,237,22,"369.68",504,230,24,"533.13",770,379,24,"540.17",807,379,11234
5,"SAN ANTONIO","SAN ANTONIO","ESCUELA ESPAÑA","HC - DIURNO","MUNICIPAL",10,"432.60","532.0","348.5",10,"441.10",549,329,10,"424.10",515,259,5,"421.20",535,359,5,"456.60",524,375,15,"524.60",738,402,15,"530.8",769,402,2019
5,"SAN ANTONIO","SAN ANTONIO","ESCUELA MOVILIZADORES PORTUARIOS","HC - DIURNO","MUNICIPAL",20,"410.68","542.5","309.5",20,"414.10",549,289,20,"407.25",536,234,19,"453.95",616,326,8,"382.88",450,285,21,"516.29",738,385,21,"521.86",769,385,2018
5,"SAN ANTONIO","SAN ANTONIO","INSTITUTO BICENTENARIO JOSE MIGUEL CARRERA","HC - DIURNO","MUNICIPAL",33,"585.20","715.5","416.5",33,"577.82",775,372,33,"592.58",713,425,12,"572.17",685,420,28,"559.89",718,450,33,"670.91",746,548,33,"692.73",779,551,40289
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO ARAUCARIAS","HC - DIURNO","SUBVENC",19,"473.53","579.0","308.0",19,"457.42",582,242,19,"489.63",644,374,11,"451.91",503,359,11,"449.82",529,351,21,"564.81",783,340,21,"591.52",850,340,14626
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO CRISTO REY SALVADOR","HC - DIURNO","SUBVENC",37,"470.31","659.0","305.5",37,"486.84",685,242,37,"453.78",685,259,24,"495.17",616,326,21,"427.71",591,235,38,"524.68",814,381,38,"538.89",850,381,14568
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO FENIX","HC - DIURNO","SUBVENC",41,"497.01","636.5","317.5",41,"513.22",705,305,41,"480.80",637,306,35,"473.54",669,326,34,"467.74",605,309,42,"547.81",773,433,42,"567.5",850,433,14699
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO JOSE LUIS NORRIS","HC - DIURNO","SUBVENC",34,"431.93","579.5","321.0",34,"436.85",646,257,34,"427.00",582,226,20,"425.65",607,264,24,"419.00",591,309,36,"538.67",746,255,36,"550.39",800,255,14373
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO NUESTRA SEÑORA DE POMPEYA","HC - DIURNO","SUBVENC",20,"420.40","505.5","328.0",20,"440.50",531,305,20,"400.30",540,226,14,"458.29",545,307,8,"398.25",571,230,26,"466.50",768,375,26,"477.77",850,375,2050
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO NUEVA PROVIDENCIA","HC - DIURNO","SUBVENC",28,"565.46","740.5","400.5",28,"556.25",775,305,28,"574.68",727,425,12,"567.42",669,440,24,"573.21",744,422,29,"545.34",721,391,29,"572.17",843,391,14288
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO PAPA JUAN PABLO II","HC - DIURNO","SUBVENC",19,"432.89","520.5","352.5",19,"435.68",565,305,19,"430.11",571,234,15,"473.73",600,359,16,"419.13",539,309,21,"499.29",770,391,21,"501.29",790,391,14788
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO PART. N° 33 MARIA KONIG","HC - DIURNO","SUBVENC",3,"362.67","438.5","230.0",3,"366.00",452,257,3,"359.33",450,203,2,"347.00",387,307,2,"266.50",309,224,5,"302.60",354,251,5,"302.6",354,251,2057
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO PARTICULAR EL RETIRO","HC - DIURNO","SUBVENC",17,"460.97","579.0","355.0",17,"463.76",589,317,17,"458.18",604,353,9,"470.33",641,343,10,"450.60",534,309,18,"532.11",706,427,18,"542.5",788,427,2055
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO PARTICULAR SARA CRUCHAGA","HC - DIURNO","SUBVENC",25,"453.44","571.0","331.5",25,"462.52",582,362,25,"444.36",579,282,21,"464.10",583,326,13,"433.38",553,309,25,"491.20",708,367,25,"508.96",850,367,2047
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO PROVIDENCIA","HC - DIURNO","SUBVENC",19,"412.55","560.5","299.5",19,"417.21",625,317,19,"407.89",531,282,15,"456.00",628,231,9,"403.78",504,261,23,"507.91",637,358,23,"537.3",730,358,2052
5,"SAN ANTONIO","SAN ANTONIO","COLEGIO SAGRADA FAMILIA","HC - DIURNO","SUBVENC",19,"454.24","645.0","281.5",19,"474.68",705,305,19,"433.79",585,234,17,"457.59",717,264,13,"433.62",553,309,23,"517.70",744,379,23,"536.04",850,379,2048
