"REGION","PROV","COMUNA","UNIDAD_EDUCATIVA","RAMA_EDUCACIONAL","DEP","L_M_N","L_M_PROMEDIO","L_M_MAXIMO","L_M_MINIMO","L_N","L_PROMEDIO","L_MAXIMO","L_MINIMO","M_N","M_PROMEDIO","M_MAXIMO","M_MINIMO","H_CS_N","H_CS_PROMEDIO","H_CS_MAXIMO","H_CS_MINIMO","C_N","C_PROMEDIO","C_MAXIMO","C_MINIMO","NOTAS_N","NOTAS_PROMEDIO","NOTAS_MAXIMO","NOTAS_MINIMO","RANK_N","RANK_PROMEDIO","RANK_MAXIMO","RANK_MINIMO","RBD"
7,"LINARES","COLBUN","LICEO POLIVALENTE CAPITAN IGNACIO CARRERA PINTO","AGRICOLA","MUNICIPAL",1,"341.00","341.0","341.0",1,"329.00",329,329,1,"353.00",353,353,NA,"",NA,NA,NA,"",NA,NA,3,"488.00",509,452,3,"488",509,452,3328
7,"LINARES","COLBUN","LICEO POLIVALENTE CAPITAN IGNACIO CARRERA PINTO","TECNICA Y SERVICIOS","MUNICIPAL",32,"389.13","502.0","259.5",32,"380.63",508,220,32,"397.63",509,259,19,"443.16",633,226,14,"404.29",545,309,37,"485.68",676,344,37,"523.62",850,344,3328
7,"LINARES","LONGAVI","LICEO POLIVALENTE ARTURO ALESSANDRI PALMA C-29","TECNICA Y SERVICIOS","MUNICIPAL",9,"384.11","564.5","246.5",9,"359.33",589,257,9,"408.89",540,219,7,"383.14",457,307,4,"404.50",559,309,17,"533.41",709,399,17,"567.65",850,399,3348
7,"LINARES","LONGAVI","LICEO POLIVALENTE ARTURO ALESSANDRI PALMA C-29","AGRICOLA","MUNICIPAL",3,"372.83","400.0","346.5",3,"369.00",438,329,3,"376.67",471,306,3,"354.33",430,307,NA,"",NA,NA,5,"484.00",591,429,5,"563.8",850,429,3348
7,"LINARES","PARRAL","CEIA JUANITA ZUÑIGA FUENTES","INDUSTRIAL","MUNICIPAL",1,"430.00","430.0","430.0",1,"389.00",389,389,1,"471.00",471,471,1,"343.00",343,343,NA,"",NA,NA,1,"431.00",431,431,1,"431",431,431,3396
7,"LINARES","PARRAL","CEIA JUANITA ZUÑIGA FUENTES","TECNICA Y SERVICIOS","MUNICIPAL",9,"349.72","475.5","271.5",9,"388.33",543,237,9,"311.11",425,234,6,"440.50",525,387,2,"422.00",422,422,16,"591.25",762,454,16,"623.06",850,454,3396
7,"LINARES","PARRAL","LICEO FEDERICO HEISE MARTI","INDUSTRIAL","MUNICIPAL",5,"401.60","472.5","361.0",5,"379.20",520,242,5,"424.00",488,353,5,"382.40",479,307,5,"420.20",524,285,7,"509.57",629,391,7,"632.29",850,391,3387
7,"LINARES","PARRAL","LICEO FEDERICO HEISE MARTI","AGRICOLA","MUNICIPAL",8,"404.81","587.0","250.5",8,"406.13",625,242,8,"403.50",549,259,8,"451.25",549,343,8,"432.63",517,351,9,"482.56",670,425,9,"506.22",850,425,3387
7,"LINARES","PARRAL","LICEO FEDERICO HEISE MARTI","COMERCIAL","MUNICIPAL",6,"402.08","458.5","329.5",6,"403.00",508,329,6,"401.17",425,330,3,"438.33",471,387,5,"368.40",472,261,11,"445.73",599,350,11,"457.45",661,350,3387
7,"LINARES","PARRAL","LICEO FEDERICO HEISE MARTI","TECNICA Y SERVICIOS","MUNICIPAL",11,"352.09","429.0","266.0",11,"334.27",444,226,11,"369.91",496,234,11,"360.64",449,237,11,"352.18",450,230,15,"463.40",552,370,15,"474.33",651,370,3387
7,"LINARES","RETIRO","LICEO GUILLERMO MARIN C-36","INDUSTRIAL","MUNICIPAL",10,"430.50","540.0","371.0",10,"416.60",565,305,10,"444.40",520,353,9,"410.89",508,326,2,"492.50",504,481,11,"466.91",617,382,11,"498.36",796,382,3434
7,"LINARES","RETIRO","LICEO GUILLERMO MARIN C-36","COMERCIAL","MUNICIPAL",12,"460.88","544.5","359.5",12,"457.50",549,362,12,"464.25",540,330,12,"466.17",574,286,3,"435.33",517,285,15,"580.07",737,470,15,"659.07",850,470,3434
7,"LINARES","RETIRO","LICEO GUILLERMO MARIN C-36","TECNICA Y SERVICIOS","MUNICIPAL",23,"468.74","534.5","391.0",23,"477.96",606,372,23,"459.52",560,330,8,"505.88",603,387,23,"452.52",545,375,28,"578.71",709,435,28,"640.39",850,435,3434
7,"LINARES","RETIRO","LICEO GUILLERMO MARIN C-36","TECNICA Y SERVICIOS","MUNICIPAL",12,"379.58","483.5","288.0",12,"391.25",496,317,12,"367.92",503,226,7,"411.43",464,243,7,"373.86",450,285,16,"500.38",591,405,16,"513.19",658,405,3434
7,"LINARES","RETIRO","COLEGIO LAS CAMELIAS","INDUSTRIAL","SUBVENC",4,"448.63","467.0","434.0",4,"405.25",496,372,4,"492.00",531,438,NA,"",NA,NA,4,"466.25",481,450,4,"463.75",562,387,4,"499.25",704,387,3460
7,"LINARES","SAN JAVIER","LICEO MANUEL MONTT DE SAN JAVIER","TECNICA Y SERVICIOS","MUNICIPAL",17,"394.24","552.0","311.5",17,"404.71",589,274,17,"383.76",515,234,15,"392.33",558,264,6,"333.00",450,235,23,"503.04",641,372,23,"524.7",767,372,3479
7,"LINARES","SAN JAVIER","LICEO MANUEL MONTT DE SAN JAVIER","INDUSTRIAL","MUNICIPAL",14,"429.75","514.0","334.0",14,"398.07",496,289,14,"461.43",557,306,5,"418.60",553,286,9,"406.22",587,309,20,"508.75",699,370,20,"584.1",850,370,3479
7,"LINARES","SAN JAVIER","LICEO MANUEL MONTT DE SAN JAVIER","COMERCIAL","MUNICIPAL",30,"448.57","569.5","277.5",30,"458.17",565,237,30,"438.97",574,203,23,"470.30",603,286,6,"396.83",504,285,35,"540.26",741,358,35,"559.23",832,358,3479
7,"LINARES","SAN JAVIER","LICEO MANUEL MONTT DE SAN JAVIER","AGRICOLA","MUNICIPAL",7,"382.14","434.0","274.0",7,"372.71",508,242,7,"391.57",526,219,3,"381.67",485,286,5,"365.20",422,309,8,"555.88",652,372,8,"736.88",850,372,3479
7,"LINARES","SAN JAVIER","COLEGIO LEONARDO DA VINCI","INDUSTRIAL","SUBVENC",9,"432.22","516.0","349.5",9,"431.33",571,274,9,"433.11",509,306,5,"426.60",553,286,6,"419.33",481,351,15,"504.40",693,380,15,"509",730,380,16644
7,"LINARES","SAN JAVIER","COLEGIO LEONARDO DA VINCI","TECNICA Y SERVICIOS","SUBVENC",12,"407.25","508.0","335.0",12,"432.33",531,340,12,"382.17",515,282,2,"497.00",503,491,12,"406.58",472,261,14,"542.43",682,425,14,"553.64",718,425,16644
7,"LINARES","VILLA ALEGRE","LICEO FRANCISCO ANTONIO ENCINA ARMANET","TECNICA Y SERVICIOS","MUNICIPAL",10,"375.00","445.0","254.0",10,"374.90",464,226,10,"375.10",461,226,7,"401.57",464,286,5,"415.00",462,351,12,"605.92",749,437,12,"638.75",847,437,3461
7,"LINARES","VILLA ALEGRE","LICEO FRANCISCO ANTONIO ENCINA ARMANET","INDUSTRIAL","MUNICIPAL",7,"465.86","568.0","423.5",7,"439.14",576,381,7,"492.57",560,409,1,"399.00",399,399,6,"465.33",539,328,9,"666.78",774,550,9,"710.22",850,550,3461
7,"LINARES","VILLA ALEGRE","LICEO AGRICOLA SAGRADOS CORAZONES","TECNICA Y SERVICIOS","SUBVENC",10,"352.40","448.5","235.0",10,"346.50",484,188,10,"358.30",461,282,7,"408.57",519,343,8,"345.25",450,230,24,"540.79",707,397,24,"577.04",850,397,3478
7,"LINARES","VILLA ALEGRE","LICEO AGRICOLA SAGRADOS CORAZONES","AGRICOLA","SUBVENC",3,"354.00","402.0","321.0",3,"390.33",452,289,3,"317.67",374,226,3,"449.33",497,387,1,"490.00",490,490,7,"457.86",629,393,7,"498.43",850,393,3478
7,"LINARES","YERBAS BUENAS","LICEO AG.MARTA MARTINEZ C.YERBAS BUENAS (EX.A-28)","AGRICOLA","MUNICIPAL",15,"403.53","502.0","269.5",15,"416.60",526,289,15,"390.47",536,234,6,"420.33",549,231,10,"411.00",510,235,18,"490.61",639,393,18,"545.33",850,393,3327
7,"LINARES","YERBAS BUENAS","LICEO JUAN DE DIOS PUGA (EX.C-44)","INDUSTRIAL","MUNICIPAL",13,"396.69","482.0","293.5",13,"375.00",491,289,13,"418.38",509,282,11,"400.27",565,264,4,"473.25",504,437,19,"521.95",703,391,19,"581.21",850,391,3313
7,"LINARES","YERBAS BUENAS","LICEO JUAN DE DIOS PUGA (EX.C-44)","COMERCIAL","MUNICIPAL",31,"381.32","482.0","238.0",31,"397.35",543,226,31,"365.29",496,226,16,"399.75",530,202,27,"373.04",481,235,38,"553.13",801,411,38,"595.42",850,411,3313
7,"CAUQUENES","CAUQUENES","ESCUELA MARIANO LATORRE","AGRICOLA","MUNICIPAL",11,"343.41","438.5","280.5",11,"299.45",362,231,11,"387.36",515,330,11,"334.64",430,226,NA,"",NA,NA,12,"530.83",639,368,12,"546.08",686,368,3535
7,"CAUQUENES","CAUQUENES","LICEO ASCENCION JARA SEGURA","INDUSTRIAL","MUNICIPAL",21,"405.81","489.5","305.5",21,"389.57",503,257,21,"422.05",515,282,13,"395.69",464,286,13,"370.77",490,261,29,"504.31",711,360,29,"543.24",850,360,16706
7,"CAUQUENES","CAUQUENES","LICEO POLITEC. PEDRO AGUIRRE CERDA (EX.C-33)","AGRICOLA","MUNICIPAL",1,"339.00","339.0","339.0",1,"372.00",372,372,1,"306.00",306,306,1,"449.00",449,449,1,"422.00",422,422,4,"539.00",719,397,4,"656.25",850,397,3540
7,"CAUQUENES","CAUQUENES","LICEO POLITEC. PEDRO AGUIRRE CERDA (EX.C-33)","COMERCIAL","MUNICIPAL",29,"370.29","505.5","278.0",29,"356.48",491,242,29,"384.10",520,282,10,"357.90",420,286,15,"392.80",462,309,35,"580.49",780,362,35,"601.91",850,362,3540
7,"CAUQUENES","CAUQUENES","LICEO POLITEC. PEDRO AGUIRRE CERDA (EX.C-33)","INDUSTRIAL","MUNICIPAL",34,"398.74","557.0","271.5",34,"375.09",594,242,34,"422.38",553,226,25,"426.20",633,264,13,"413.23",545,309,40,"562.80",713,309,40,"588.18",798,309,3540
7,"CAUQUENES","CAUQUENES","LICEO NUESTRA SEÑORA DE LAS MERCEDES","AGRICOLA","SUBVENC",24,"382.06","466.5","256.5",24,"363.29",520,231,24,"400.83",515,282,18,"402.22",525,326,10,"377.60",450,328,28,"511.25",715,358,28,"539.5",850,358,16658
7,"CAUQUENES","CAUQUENES","LICEO NUESTRA SEÑORA DE LAS MERCEDES","TECNICA Y SERVICIOS","SUBVENC",24,"402.25","556.5","286.0",24,"395.71",625,242,24,"408.79",503,282,9,"416.78",579,326,16,"388.56",545,261,25,"597.96",719,491,25,"608.72",799,491,16658
7,"CAUQUENES","PELLUHUE","LICEO PELLUHUE","COMERCIAL","MUNICIPAL",10,"370.40","446.5","293.5",10,"331.70",484,257,10,"409.10",480,330,1,"440.00",440,440,11,"373.55",462,261,15,"506.73",650,382,15,"522.33",745,382,3609
8,"ÑUBLE","CHILLAN","INST. TEC. MABEL CONDEMARIN GRIMBERG (EX.B-9)","TECNICA Y SERVICIOS","MUNICIPAL",106,"414.80","576.5","281.5",106,"428.00",633,237,106,"401.59",644,234,67,"441.18",603,243,65,"397.34",534,224,121,"535.48",737,387,121,"548.83",826,387,3642
8,"ÑUBLE","CHILLAN","INST.SUP.DE COM.PROF.FDO.PEREZ BECERRA (EX.A-10)","COMERCIAL","MUNICIPAL",263,"484.21","626.0","305.5",263,"491.39",695,289,263,"477.04",668,219,217,"516.08",726,264,160,"444.41",669,235,289,"519.33",754,346,289,"528.29",823,346,3640
8,"ÑUBLE","CHILLAN","LICEO AGRICOLA DE CHILLAN A-8","AGRICOLA","MUNICIPAL",29,"442.02","582.5","235.5",29,"435.17",601,237,29,"448.86",579,234,15,"491.00",650,264,21,"447.10",605,351,37,"580.41",782,425,37,"614.86",850,425,3739
8,"ÑUBLE","CHILLAN","LICEO IND. INSTITUTO INDUSTRIAL SUPERIOR (EX.A-11)","INDUSTRIAL","MUNICIPAL",135,"425.84","578.5","255.0",135,"419.21",669,204,135,"432.47",582,226,109,"439.15",650,264,53,"437.30",567,285,170,"555.09",735,372,170,"569.35",823,372,3641
8,"ÑUBLE","CHILLAN","LICEO MARTIN RUIZ DE GAMBOA","COMERCIAL","MUNICIPAL",12,"436.63","507.5","345.5",12,"463.00",589,317,12,"410.25",471,306,10,"462.20",587,326,3,"431.33",450,407,14,"607.93",719,374,14,"670.79",837,374,3643
8,"ÑUBLE","CHILLAN","LICEO MARTIN RUIZ DE GAMBOA","INDUSTRIAL","MUNICIPAL",1,"447.00","447.0","447.0",1,"444.00",444,444,1,"450.00",450,450,1,"387.00",387,387,NA,"",NA,NA,2,"551.00",591,511,2,"583.5",645,522,3643
8,"ÑUBLE","CHILLAN","LICEO MARTIN RUIZ DE GAMBOA","TECNICA Y SERVICIOS","MUNICIPAL",7,"373.57","412.0","305.5",7,"388.14",471,305,7,"359.00",409,306,7,"362.00",471,208,NA,"",NA,NA,14,"574.57",684,454,14,"585.64",713,454,3643
8,"ÑUBLE","CHILLAN","LICEO VIDA NUEVA","COMERCIAL","MUNICIPAL",1,"389.00","389.0","389.0",1,"317.00",317,317,1,"461.00",461,461,NA,"",NA,NA,NA,"",NA,NA,5,"523.60",603,464,5,"530",626,464,3645
8,"ÑUBLE","CHILLAN","COLEGIO GABRIELA MISTRAL","TECNICA Y SERVICIOS","SUBVENC",5,"445.70","501.0","395.5",5,"475.60",514,438,5,"415.80",488,353,5,"494.40",535,420,3,"396.33",407,375,7,"547.57",731,441,7,"579.71",850,441,3733
8,"ÑUBLE","CHILLAN","COLEGIO HISPANO AMERICANO RIO VIEJO","TECNICA Y SERVICIOS","SUBVENC",11,"405.36","478.5","317.0",11,"383.27",496,274,11,"427.45",496,282,10,"402.10",479,286,4,"414.00",437,375,12,"497.42",660,387,12,"521.92",829,387,17920
8,"ÑUBLE","CHILLAN","COLEGIO PART. EVANGELICO BETANIA","INDUSTRIAL","SUBVENC",12,"407.67","523.0","288.0",12,"413.83",537,257,12,"401.50",520,259,11,"433.00",558,286,7,"404.00",517,261,15,"503.80",591,385,15,"512.13",629,385,12001
8,"ÑUBLE","CHILLAN","COLEGIO TECNICO PROFESIONAL DARIO SALAS","COMERCIAL","SUBVENC",294,"425.35","749.0","262.0",294,"423.24",797,237,294,"427.45",701,203,197,"413.79",603,226,171,"423.08",714,219,364,"560.01",807,317,364,"569.71",850,317,12050
8,"ÑUBLE","CHILLAN","COLEGIO TECNICO PROFESIONAL PADRE A HURTADO","TECNICA Y SERVICIOS","SUBVENC",73,"457.95","596.5","242.5",73,"456.12",646,226,73,"459.77",611,259,34,"465.00",637,264,57,"449.70",580,235,78,"529.60",711,364,78,"540.18",789,364,17908
8,"ÑUBLE","CHILLAN","COLEGIO TECNICO PROFESIONAL PADRE A HURTADO","INDUSTRIAL","SUBVENC",29,"514.57","626.0","359.5",29,"510.79",653,317,29,"518.34",627,330,19,"498.05",591,286,18,"516.06",660,351,30,"602.57",735,478,30,"658.33",850,478,17908
8,"ÑUBLE","CHILLAN","COLEGIO TECNOLOGICO DARIO SALAS","INDUSTRIAL","SUBVENC",146,"431.58","609.0","245.0",146,"427.23",646,204,146,"435.92",617,226,109,"439.60",633,237,86,"425.14",580,235,185,"589.43",786,366,185,"600.62",826,366,17838
8,"ÑUBLE","CHILLAN","LICEO TECNICO PROFESIONAL SAN RAFAEL","AGRICOLA","SUBVENC",9,"409.28","590.5","331.5",9,"395.67",613,274,9,"422.89",568,330,5,"386.40",449,307,8,"415.00",553,285,12,"546.33",719,409,12,"592.33",850,409,3738
8,"ÑUBLE","CHILLAN","LICEO TECNICO PROFESIONAL SAN RAFAEL","TECNICA Y SERVICIOS","SUBVENC",20,"378.03","530.5","257.5",20,"376.20",565,237,20,"379.85",496,226,13,"406.08",503,237,20,"367.25",510,224,29,"582.55",799,435,29,"602.21",850,435,3738
8,"ÑUBLE","BULNES","LICEO MANUEL BULNES","COMERCIAL","MUNICIPAL",25,"396.30","463.0","297.5",25,"372.44",464,257,25,"420.16",496,306,20,"393.05",485,286,11,"395.73",472,285,33,"548.79",762,407,33,"579.39",850,407,3976
8,"ÑUBLE","BULNES","LICEO MANUEL BULNES","TECNICA Y SERVICIOS","MUNICIPAL",15,"384.00","503.5","286.0",15,"374.67",471,242,15,"393.33",536,282,11,"362.09",479,286,10,"368.60",462,261,23,"525.52",707,419,23,"534.3",762,419,3976
8,"ÑUBLE","BULNES","LICEO MANUEL BULNES","INDUSTRIAL","MUNICIPAL",6,"412.17","476.5","339.5",6,"406.33",444,305,6,"418.00",531,353,5,"428.80",491,343,3,"393.33",422,351,10,"529.60",684,439,10,"539.3",733,439,3976
8,"ÑUBLE","BULNES","COLEGIO SAN ESTEBAN","TECNICA Y SERVICIOS","SUBVENC",28,"420.86","566.5","321.0",28,"409.43",554,289,28,"432.29",579,330,8,"474.88",525,420,27,"428.44",553,309,30,"532.63",784,382,30,"544.83",850,382,17725
8,"ÑUBLE","BULNES","COLEGIO SAN ESTEBAN","INDUSTRIAL","SUBVENC",20,"429.80","508.5","346.0",20,"395.50",503,317,20,"464.10",553,330,10,"416.60",535,343,13,"426.15",504,351,21,"515.05",715,415,21,"550.71",850,415,17725
8,"ÑUBLE","COBQUECURA","LICEO POLIVALENTE DIEGO MISSENE BURGOS","INDUSTRIAL","MUNICIPAL",14,"391.96","489.5","293.5",14,"383.71",491,274,14,"400.21",503,259,10,"419.30",485,286,1,"261.00",261,261,19,"506.11",697,389,19,"521.74",812,389,4084
8,"ÑUBLE","COBQUECURA","LICEO POLIVALENTE DIEGO MISSENE BURGOS","TECNICA Y SERVICIOS","MUNICIPAL",13,"380.50","469.5","299.0",13,"392.15",514,257,13,"368.85",480,226,11,"362.00",449,226,5,"396.20",450,351,17,"524.59",672,448,17,"544.82",817,448,4084
8,"ÑUBLE","COELEMU","LICEO DOMINGO ORTIZ DE ROZAS C-3","COMERCIAL","MUNICIPAL",15,"380.80","476.0","293.5",15,"349.47",464,257,15,"412.13",536,330,14,"338.93",457,231,2,"351.50",375,328,21,"500.38",635,405,21,"509.86",754,405,4049
8,"ÑUBLE","COELEMU","LICEO DOMINGO ORTIZ DE ROZAS C-3","INDUSTRIAL","MUNICIPAL",11,"432.41","569.5","317.5",11,"413.64",554,305,11,"451.18",585,330,11,"410.82",607,343,NA,"",NA,NA,14,"521.50",647,413,14,"571.36",809,413,4049
8,"ÑUBLE","COELEMU","LICEO DOMINGO ORTIZ DE ROZAS C-3","AGRICOLA","MUNICIPAL",6,"387.42","440.0","323.5",6,"371.17",471,317,6,"403.67",480,282,2,"420.00",430,410,4,"370.00",450,328,7,"457.86",554,350,7,"486.71",683,350,4049
8,"ÑUBLE","COIHUECO","LICEO CLAUDIO ARRAU LEON B-13","INDUSTRIAL","MUNICIPAL",7,"413.79","477.5","297.5",7,"379.57",459,242,7,"448.00",526,353,3,"407.00",558,243,3,"385.67",450,285,13,"441.38",501,360,13,"453.54",551,360,17662
8,"ÑUBLE","COIHUECO","LICEO CLAUDIO ARRAU LEON B-13","TECNICA Y SERVICIOS","MUNICIPAL",19,"372.92","492.5","242.5",19,"362.26",514,226,19,"383.58",496,259,14,"380.86",503,286,10,"353.40",437,261,23,"539.00",717,374,23,"578.61",850,374,17662
8,"ÑUBLE","COIHUECO","YIRE LICEO POLITECNICO DE COIHUECO","AGRICOLA","SUBVENC",4,"448.75","525.0","343.5",4,"462.50",589,381,4,"435.00",564,306,4,"467.00",545,374,NA,"",NA,NA,4,"588.25",682,513,4,"633",793,513,17848
8,"ÑUBLE","COIHUECO","YIRE LICEO POLITECNICO DE COIHUECO","TECNICA Y SERVICIOS","SUBVENC",24,"430.42","579.0","294.0",24,"443.08",613,305,24,"417.75",545,259,16,"448.13",659,307,9,"429.89",559,309,25,"609.16",778,407,25,"637.08",850,407,17848
8,"ÑUBLE","CHILLAN VIEJO","LICEO POLIVALENTE JUAN PACHECO ALTAMIRANO","TECNICA Y SERVICIOS","MUNICIPAL",6,"388.58","420.5","333.0",6,"358.00",491,257,6,"419.17",471,330,1,"485.00",485,485,4,"389.25",422,351,7,"604.43",656,566,7,"619",680,574,3656
8,"ÑUBLE","ÑIQUEN","LICEO SAN GREGORIO","COMERCIAL","MUNICIPAL",15,"393.93","590.0","281.5",15,"392.47",601,226,15,"395.40",579,234,12,"407.50",607,343,1,"351.00",351,351,16,"516.75",672,374,16,"527.31",717,374,3802
8,"ÑUBLE","ÑIQUEN","LICEO TIUQUILEMU","TECNICA Y SERVICIOS","MUNICIPAL",3,"390.50","443.5","297.5",3,"382.67",452,289,3,"398.33",480,306,3,"442.00",457,420,1,"351.00",351,351,11,"537.09",647,435,11,"569.91",736,435,3800
8,"ÑUBLE","PEMUCO","LICEO TOMAS ARNALDO HERRERA VEGA","AGRICOLA","MUNICIPAL",10,"334.55","383.5","269.5",10,"323.20",389,242,10,"345.90",438,234,10,"355.00",440,237,2,"398.50",422,375,11,"538.91",686,397,11,"585.18",850,397,3961
8,"ÑUBLE","PINTO","LICEO POLITEC. JOSE MANUEL PINTO A. (EX.C-89)","INDUSTRIAL","MUNICIPAL",7,"462.36","567.0","375.5",7,"453.43",589,352,7,"471.29",545,353,5,"481.00",539,430,NA,"",NA,NA,8,"567.50",701,439,8,"665.13",850,439,3871
8,"ÑUBLE","PINTO","LICEO POLITEC. JOSE MANUEL PINTO A. (EX.C-89)","TECNICA Y SERVICIOS","MUNICIPAL",1,"464.00","464.0","464.0",1,"503.00",503,503,1,"425.00",425,425,1,"457.00",457,457,NA,"",NA,NA,6,"439.50",487,411,6,"439.5",487,411,3871
8,"ÑUBLE","PINTO","COLEGIO FRANCISCO DE ASIS","TECNICA Y SERVICIOS","SUBVENC",4,"461.75","557.5","382.5",4,"486.00",589,372,4,"437.50",526,393,1,"457.00",457,457,4,"387.75",517,261,7,"601.57",645,554,7,"703.14",792,606,3885
8,"ÑUBLE","PORTEZUELO","COLEGIO NUESTRA SEÑORA DEL CARMEN","AGRICOLA","SUBVENC",1,"508.50","508.5","508.5",1,"508.00",508,508,1,"509.00",509,509,NA,"",NA,NA,1,"534.00",534,534,5,"537.40",703,417,5,"606",850,417,4043
8,"ÑUBLE","QUILLON","LICEO LUIS CRUZ MARTINEZ C-16","TECNICA Y SERVICIOS","MUNICIPAL",19,"397.97","490.5","278.0",19,"384.05",531,226,19,"411.89",488,330,10,"418.20",514,237,5,"392.40",462,328,19,"575.63",731,399,19,"600.11",850,399,3998
8,"ÑUBLE","QUILLON","LICEO LUIS CRUZ MARTINEZ C-16","COMERCIAL","MUNICIPAL",14,"395.25","603.5","285.5",14,"397.43",639,231,14,"393.07",568,259,8,"398.13",574,264,11,"380.73",545,261,16,"556.06",807,407,16,"564.5",850,407,3998
8,"ÑUBLE","QUIRIHUE","LICEO POLITECNICO CARLOS MONTANE CASTRO C-1","AGRICOLA","MUNICIPAL",1,"356.50","356.5","356.5",1,"242.00",242,242,1,"471.00",471,471,NA,"",NA,NA,1,"328.00",328,328,1,"441.00",441,441,1,"441",441,441,4102
8,"ÑUBLE","QUIRIHUE","LICEO POLITECNICO CARLOS MONTANE CASTRO C-1","COMERCIAL","MUNICIPAL",2,"460.00","553.5","366.5",2,"441.50",543,340,2,"478.50",564,393,1,"387.00",387,387,1,"407.00",407,407,4,"607.00",707,552,4,"663.25",833,570,4102
8,"ÑUBLE","RANQUIL","LICEO POLIVALENTE VIRGINIO ARIAS","INDUSTRIAL","MUNICIPAL",4,"469.63","514.5","374.5",4,"455.75",503,340,4,"483.50",545,409,4,"459.25",549,374,NA,"",NA,NA,5,"570.80",721,352,5,"601.8",781,352,4025
8,"ÑUBLE","SAN CARLOS","CENTRO DE EDUCACION INTEGRADA DE ADULTOS A-4","INDUSTRIAL","MUNICIPAL",3,"382.67","413.5","324.0",3,"384.67",491,274,3,"380.67",438,330,3,"376.67",525,231,NA,"",NA,NA,3,"678.33",709,652,3,"724.67",765,690,3741
8,"ÑUBLE","SAN CARLOS","CENTRO DE EDUCACION INTEGRADA DE ADULTOS A-4","TECNICA Y SERVICIOS","MUNICIPAL",2,"403.75","426.0","381.5",2,"380.50",389,372,2,"427.00",480,374,1,"485.00",485,485,NA,"",NA,NA,3,"654.67",778,539,3,"692.33",850,543,3741
8,"ÑUBLE","SAN CARLOS","CENTRO DE EDUCACION INTEGRADA DE ADULTOS A-4","COMERCIAL","MUNICIPAL",2,"417.75","423.5","412.0",2,"446.50",471,422,2,"389.00",425,353,2,"464.00",479,449,NA,"",NA,NA,2,"702.00",711,693,2,"733.5",744,723,3741
8,"ÑUBLE","SAN CARLOS","LICEO AGRICOLA SAN CARLOS","AGRICOLA","MUNICIPAL",6,"401.42","425.0","368.0",6,"391.50",422,362,6,"411.33",461,374,2,"445.00",491,399,5,"451.80",504,375,8,"524.50",576,421,8,"551.25",628,421,12006
8,"ÑUBLE","SAN CARLOS","LICEO POLITECNICO CAP. IGNACIO CARRERA PINTO A-4","INDUSTRIAL","MUNICIPAL",37,"444.58","580.5","305.5",37,"414.43",554,274,37,"474.73",607,282,32,"421.66",558,243,16,"470.88",553,351,43,"595.33",758,435,43,"623.49",839,435,3742
8,"ÑUBLE","SAN CARLOS","LICEO POLITECNICO CAP. IGNACIO CARRERA PINTO A-4","TECNICA Y SERVICIOS","MUNICIPAL",19,"386.42","452.5","299.5",19,"388.32",496,257,19,"384.53",480,259,12,"416.92",485,286,11,"399.91",481,235,26,"615.27",711,441,26,"658",799,441,3742
8,"ÑUBLE","SAN CARLOS","LICEO TECNICO PROF. VIOLETA PARRA SANDOVAL","COMERCIAL","MUNICIPAL",46,"430.68","673.0","293.5",46,"419.87",661,257,46,"441.50",685,234,39,"422.74",612,286,37,"411.27",616,230,52,"608.37",809,458,52,"626.44",850,458,18017
8,"ÑUBLE","SAN CARLOS","COLEGIO EL ARBOL DE LA VIDA","INDUSTRIAL","SUBVENC",32,"432.33","585.0","305.0",32,"422.00",613,257,32,"442.66",582,282,28,"452.96",669,326,15,"398.20",472,285,34,"574.15",745,454,34,"605.88",850,454,12027
8,"ÑUBLE","SAN CARLOS","COLEGIO EL ARBOL DE LA VIDA","TECNICA Y SERVICIOS","SUBVENC",34,"441.60","617.5","321.0",34,"437.76",653,289,34,"445.44",582,282,20,"448.25",616,237,22,"413.36",534,309,37,"580.65",795,421,37,"598.38",850,421,12027
8,"ÑUBLE","SAN CARLOS","LICEO POLIVALENTE NUESTRA SEÑORA DE LA MERCED","COMERCIAL","SUBVENC",63,"493.29","699.0","346.5",63,"490.97",716,340,63,"495.62",713,306,48,"479.73",696,326,38,"458.03",669,285,65,"551.86",778,389,65,"568.63",850,389,3796
8,"ÑUBLE","SAN FABIAN","LICEO JORGE ALESSANDRI RODRIGUEZ C-88","COMERCIAL","MUNICIPAL",7,"409.57","500.0","304.0",7,"430.43",537,340,7,"388.71",480,219,4,"422.50",535,307,4,"399.25",472,375,9,"461.56",543,387,9,"467.11",591,387,3823
8,"ÑUBLE","SAN IGNACIO","COLEGIO POLITECNICO VICTOR JARA","TECNICA Y SERVICIOS","MUNICIPAL",11,"378.45","496.0","242.5",11,"380.91",496,226,11,"376.00",496,219,8,"425.13",525,359,1,"392.00",392,392,16,"567.69",776,448,16,"588.94",850,448,3888
8,"ÑUBLE","SAN IGNACIO","COLEGIO POLITECNICO VICTOR JARA","AGRICOLA","MUNICIPAL",8,"390.44","540.0","284.0",8,"366.75",560,215,8,"414.13",540,330,6,"403.17",587,307,3,"440.67",490,351,10,"614.20",745,545,10,"764.4",850,651,3888
